user_id,timestamp,temperature,day_of_week,time_of_the_day,weather_conditions,frequency_crossing,behaviour
USER005,2025-08-06 04:35:10.126,9,5,morning,snowy,243,normal
USER005,2024-02-13 00:30:49.980,27,2,night,cloudy,127,normal
USER032,2025-08-29 21:18:08.154,18,1,morning,rainy,361,normal
USER032,2025-11-26 08:49:48.868,24,5,night,cloudy,84,normal
USER049,2024-02-04 14:06:44.071,17,3,evening,rainy,168,anomalous
USER024,2025-07-22 08:47:11.984,25,1,night,cloudy,164,normal
USER047,2025-12-21 23:28:46.833,3,3,evening,snowy,63,normal
USER022,2025-06-17 10:28:43.479,10,4,evening,snowy,142,normal
USER014,2025-11-24 06:08:42.860,7,5,afternoon,snowy,204,anomalous
USER040,2024-11-18 07:41:46.908,16,3,afternoon,rainy,298,anomalous
USER037,2024-09-21 02:07:18.600,27,5,afternoon,cloudy,513,normal
USER028,2024-02-25 21:38:01.457,8,6,afternoon,snowy,224,normal
USER014,2024-03-14 23:54:56.685,42,4,morning,sunny,312,normal
USER044,2025-07-09 12:53:25.917,16,1,night,rainy,118,normal
USER044,2024-01-25 22:51:43.017,6,3,evening,rainy,79,normal
USER003,2025-07-10 11:24:25.853,9,3,night,snowy,146,anomalous
USER030,2025-05-28 13:49:55.748,31,0,afternoon,sunny,514,normal
USER013,2025-08-14 18:01:20.070,19,1,evening,rainy,54,anomalous
USER023,2025-02-20 11:43:46.010,18,6,evening,sunny,92,normal
USER046,2025-10-11 07:06:22.917,22,1,evening,cloudy,193,normal
USER007,2025-11-28 02:19:37.847,25,2,evening,cloudy,53,normal
USER029,2024-01-08 01:28:43.600,7,0,afternoon,rainy,426,normal
USER031,2024-04-13 06:04:12.143,9,0,morning,rainy,232,normal
USER006,2024-04-18 02:10:50.321,17,0,evening,rainy,175,normal
USER005,2025-06-20 04:12:49.891,10,3,afternoon,snowy,237,normal
USER028,2025-04-16 20:58:06.527,29,3,morning,cloudy,512,normal
USER014,2025-06-16 07:02:46.599,18,5,night,rainy,85,anomalous
USER040,2025-11-28 16:44:57.107,19,1,evening,rainy,148,normal
USER018,2025-12-14 04:18:41.583,19,6,morning,rainy,285,normal
USER016,2025-05-16 16:27:54.844,19,4,morning,cloudy,368,normal
USER044,2024-07-02 10:45:52.821,25,5,evening,sunny,216,normal
USER046,2024-09-02 05:33:28.405,7,1,evening,rainy,187,anomalous
USER028,2025-03-04 18:30:05.839,25,2,evening,sunny,94,normal
USER005,2024-09-08 12:49:53.143,9,4,morning,rainy,585,anomalous
USER013,2025-04-30 05:03:20.829,15,4,afternoon,cloudy,225,anomalous
USER014,2024-11-08 04:53:11.318,4,0,morning,snowy,487,anomalous
USER028,2024-08-02 04:58:11.708,2,2,night,snowy,186,normal
USER004,2025-02-13 02:28:52.413,8,0,evening,rainy,61,normal
USER049,2024-11-22 01:07:27.399,33,4,morning,sunny,256,normal
USER024,2025-06-13 06:16:36.599,5,4,night,snowy,167,normal
USER023,2024-06-28 23:21:01.539,19,4,night,sunny,202,normal
USER032,2024-12-15 21:44:50.906,4,1,night,snowy,242,normal
USER031,2025-11-20 09:34:00.234,14,2,evening,rainy,249,normal
USER047,2025-11-29 19:48:07.350,13,4,evening,rainy,59,normal
USER029,2024-10-02 06:05:52.155,23,0,evening,sunny,166,normal
USER016,2024-03-08 20:57:28.502,22,2,evening,sunny,85,normal
USER012,2024-03-09 05:43:43.119,3,0,night,snowy,123,normal
USER008,2024-01-19 14:54:27.161,34,4,evening,sunny,153,normal
USER044,2025-07-11 10:29:13.139,26,3,night,cloudy,63,normal
USER048,2024-05-17 11:53:04.399,26,2,morning,cloudy,259,anomalous
USER038,2025-04-06 03:05:24.759,20,4,afternoon,sunny,426,normal
USER036,2024-03-18 10:29:53.167,39,6,morning,sunny,400,normal
USER011,2024-01-15 19:46:42.270,5,0,night,snowy,85,normal
USER036,2025-02-18 14:58:11.442,1,6,evening,snowy,62,anomalous
USER028,2024-04-03 05:14:05.157,21,5,evening,sunny,51,normal
USER044,2024-09-30 17:11:25.187,14,6,morning,cloudy,278,normal
USER033,2025-05-01 07:51:40.689,9,1,night,rainy,125,normal
USER025,2024-02-07 01:51:28.794,17,4,afternoon,rainy,385,normal
USER006,2025-12-05 15:03:47.368,38,6,evening,sunny,215,normal
USER050,2024-09-05 17:30:53.035,12,3,afternoon,cloudy,589,normal
USER037,2024-09-18 21:18:12.883,7,2,afternoon,rainy,464,normal
USER040,2025-03-17 21:54:45.816,16,1,morning,cloudy,470,normal
USER033,2024-10-07 16:15:06.164,14,5,afternoon,rainy,338,normal
USER014,2025-02-06 01:14:14.947,5,1,night,snowy,149,anomalous
USER006,2024-09-03 22:52:50.684,36,2,evening,sunny,188,normal
USER030,2024-01-02 09:35:34.391,15,1,evening,sunny,115,normal
USER046,2024-10-14 18:56:31.635,26,2,night,sunny,151,normal
USER026,2024-05-25 15:19:47.244,11,3,night,cloudy,143,normal
USER012,2024-04-08 18:13:54.047,3,2,morning,snowy,343,anomalous
USER029,2024-10-21 23:21:48.957,9,3,night,rainy,64,normal
USER005,2025-08-23 23:52:28.777,6,4,afternoon,rainy,308,normal
USER012,2024-07-19 08:52:26.871,14,5,afternoon,cloudy,517,normal
USER020,2025-09-21 14:39:26.107,11,6,afternoon,rainy,558,normal
USER045,2025-08-11 06:26:40.857,13,3,night,cloudy,231,normal
USER017,2025-03-25 14:37:18.197,17,3,night,cloudy,178,normal
USER045,2025-09-10 18:28:21.239,8,5,evening,snowy,140,anomalous
USER046,2024-01-04 19:33:51.510,6,1,night,snowy,184,normal
USER035,2024-10-16 12:40:41.752,26,6,morning,cloudy,371,normal
USER017,2025-11-08 19:41:58.934,16,1,morning,cloudy,570,normal
USER006,2024-07-20 11:49:22.728,4,0,evening,snowy,240,anomalous
USER048,2024-02-24 07:25:39.413,44,2,afternoon,sunny,373,normal
USER050,2025-09-26 01:05:31.627,3,6,afternoon,snowy,371,anomalous
USER017,2025-06-25 01:57:43.430,17,6,afternoon,cloudy,488,normal
USER047,2025-03-01 14:24:32.965,19,2,evening,rainy,175,normal
USER039,2024-06-06 20:55:47.983,16,2,evening,sunny,178,anomalous
USER031,2024-06-26 01:03:02.996,17,6,evening,cloudy,63,normal
USER011,2024-01-07 10:30:01.282,28,1,evening,cloudy,228,normal
USER041,2025-08-10 06:39:59.002,18,5,evening,rainy,80,normal
USER001,2024-07-04 20:53:50.052,2,2,evening,snowy,227,normal
USER007,2024-02-01 19:36:39.192,16,5,night,sunny,107,normal
USER012,2024-12-07 14:24:28.220,25,2,morning,sunny,414,normal
USER033,2025-11-26 03:22:32.080,15,0,night,rainy,242,normal
USER026,2024-12-02 09:46:09.260,13,6,night,rainy,160,normal
USER030,2024-05-01 21:54:50.250,16,4,morning,rainy,360,normal
USER008,2024-07-24 20:55:46.823,16,4,afternoon,sunny,351,normal
USER019,2025-05-17 22:25:13.295,20,5,afternoon,cloudy,355,normal
USER030,2025-11-17 07:15:17.973,1,4,night,snowy,51,anomalous
USER031,2025-05-23 01:51:28.219,8,6,evening,snowy,128,normal
USER007,2025-08-24 07:25:34.444,27,4,afternoon,sunny,413,normal
USER034,2024-08-27 01:46:53.013,6,0,evening,rainy,140,anomalous
USER043,2025-11-27 23:56:36.217,20,0,night,cloudy,179,normal
USER020,2025-08-19 00:38:55.926,27,4,morning,cloudy,215,normal
USER002,2025-03-27 04:39:25.658,15,2,night,rainy,232,normal
USER047,2025-01-11 09:24:27.449,3,0,evening,snowy,182,normal
USER028,2025-09-04 06:13:35.905,19,1,evening,rainy,183,normal
USER047,2024-07-22 14:57:38.913,8,5,morning,snowy,322,normal
USER021,2025-09-27 13:52:58.579,41,2,afternoon,sunny,290,normal
USER035,2025-12-14 03:48:55.450,6,0,night,rainy,103,anomalous
USER018,2025-02-08 10:40:34.210,22,4,evening,sunny,243,normal
USER020,2025-04-20 12:27:38.819,13,1,morning,cloudy,438,normal
USER024,2025-08-20 04:14:56.597,5,3,night,snowy,198,normal
USER003,2025-07-18 03:04:31.234,15,3,afternoon,rainy,380,anomalous
USER034,2025-10-16 02:24:04.584,16,3,night,sunny,222,normal
USER032,2024-01-27 05:08:38.486,19,0,morning,rainy,480,normal
USER043,2025-03-24 14:25:54.000,24,2,evening,sunny,235,normal
USER027,2024-09-20 09:17:29.044,13,4,evening,rainy,58,normal
USER001,2024-04-30 23:12:54.189,41,5,evening,sunny,127,normal
USER027,2024-03-01 14:48:59.063,12,6,afternoon,cloudy,583,normal
USER031,2024-09-24 16:12:12.867,25,1,night,sunny,130,normal
USER002,2024-03-16 03:42:37.099,35,5,night,sunny,147,normal
USER013,2024-02-26 01:22:43.774,16,3,evening,rainy,144,normal
USER023,2024-01-08 00:09:53.354,16,4,afternoon,sunny,432,normal
USER009,2025-02-03 23:57:09.567,25,6,morning,cloudy,432,normal
USER015,2025-10-27 03:33:00.828,19,1,night,cloudy,174,normal
USER035,2025-12-21 22:24:42.595,15,5,morning,rainy,266,anomalous
USER036,2025-01-19 00:52:48.916,29,3,afternoon,cloudy,359,normal
USER013,2024-02-01 15:31:14.193,19,5,morning,rainy,272,normal
USER006,2024-10-06 15:36:34.822,18,3,night,rainy,150,normal
USER003,2025-04-01 07:03:41.492,4,3,afternoon,snowy,481,normal
USER047,2024-10-15 19:16:01.433,7,2,afternoon,rainy,241,normal
USER012,2025-02-19 01:53:47.974,15,6,evening,rainy,134,anomalous
USER047,2024-11-06 00:10:13.064,5,6,afternoon,snowy,280,normal
USER042,2024-08-14 09:44:54.057,11,4,night,rainy,169,normal
USER048,2025-12-22 01:29:33.186,22,0,morning,cloudy,269,normal
USER043,2024-02-16 13:19:33.780,7,6,morning,rainy,597,anomalous
USER031,2025-03-24 16:39:27.925,14,2,afternoon,rainy,298,normal
USER017,2025-08-26 09:57:29.335,42,4,evening,sunny,96,normal
USER032,2024-02-07 05:10:39.926,4,5,night,snowy,131,anomalous
USER027,2024-08-15 17:54:03.552,2,3,afternoon,snowy,203,normal
USER020,2025-03-21 15:14:51.714,10,1,night,snowy,101,normal
USER018,2025-08-02 18:31:20.754,9,4,night,rainy,121,anomalous
USER017,2024-01-21 05:06:47.777,10,0,night,cloudy,71,normal
USER009,2024-08-23 03:45:16.017,20,4,evening,cloudy,82,normal
USER021,2024-10-15 05:45:27.038,9,6,afternoon,snowy,346,normal
USER037,2024-02-22 17:54:24.835,42,3,night,sunny,140,normal
USER015,2025-07-21 03:30:23.821,19,3,evening,rainy,51,anomalous
USER034,2024-07-18 02:15:21.932,14,6,night,rainy,129,normal
USER027,2024-03-11 09:36:42.357,37,4,afternoon,sunny,564,normal
USER008,2025-08-18 02:48:28.978,4,6,morning,snowy,215,normal
USER039,2024-11-14 00:03:32.226,18,3,evening,rainy,109,normal
USER048,2025-06-26 06:49:32.392,38,5,night,sunny,94,normal
USER009,2024-07-17 12:46:00.496,16,5,afternoon,cloudy,237,normal
USER022,2024-10-04 20:09:58.032,27,3,morning,cloudy,448,normal
USER014,2025-06-05 13:28:33.878,5,4,morning,snowy,469,normal
USER015,2024-11-25 21:58:34.025,10,4,morning,snowy,578,anomalous
USER041,2024-09-18 22:17:07.065,11,2,morning,cloudy,468,normal
USER036,2025-06-07 14:46:27.912,29,1,evening,cloudy,201,normal
USER034,2024-12-31 22:13:38.422,18,1,evening,rainy,69,anomalous
USER034,2025-04-21 03:08:40.918,15,4,night,rainy,214,normal
USER010,2025-11-07 14:38:10.078,17,3,morning,cloudy,273,normal
USER044,2024-11-23 12:58:53.023,7,0,night,rainy,63,anomalous
USER049,2024-09-22 09:13:56.897,33,5,morning,sunny,556,normal
USER026,2024-02-26 02:02:41.504,2,5,evening,snowy,189,anomalous
USER009,2024-11-11 21:32:27.349,18,3,afternoon,sunny,538,normal
USER005,2025-01-12 15:21:40.052,3,5,afternoon,snowy,360,normal
USER019,2025-03-15 20:24:36.928,23,1,afternoon,cloudy,477,normal
USER027,2025-04-22 05:35:56.637,10,1,evening,snowy,136,normal
USER025,2025-07-18 21:17:14.526,12,0,night,rainy,188,anomalous
USER017,2025-02-14 15:15:45.663,14,3,afternoon,cloudy,366,normal
USER039,2025-06-03 02:03:39.231,21,2,morning,sunny,522,normal
USER047,2025-10-26 03:50:03.804,3,6,evening,snowy,148,normal
USER005,2025-08-16 21:12:13.771,19,4,evening,cloudy,176,normal
USER001,2025-09-29 03:57:42.857,44,3,morning,sunny,355,normal
USER025,2025-07-15 19:40:59.309,8,2,evening,snowy,126,normal
USER031,2024-04-12 07:15:29.416,9,2,morning,snowy,544,normal
USER038,2024-07-12 02:27:33.985,28,5,night,cloudy,57,normal
USER019,2024-10-11 11:47:45.209,7,4,night,snowy,244,normal
USER047,2025-11-14 13:54:00.090,28,0,afternoon,sunny,398,normal
USER044,2024-01-27 00:06:22.835,33,3,night,sunny,232,normal
USER038,2024-11-12 23:30:25.059,19,6,night,cloudy,76,normal
USER026,2025-06-09 11:15:37.727,16,2,night,sunny,96,normal
USER016,2024-07-05 06:07:08.142,6,3,morning,rainy,323,normal
USER017,2024-07-18 04:47:39.672,27,3,morning,sunny,287,normal
USER004,2024-11-29 11:49:11.483,18,6,evening,sunny,204,normal
USER030,2025-05-16 19:00:29.631,16,4,night,cloudy,187,normal
USER037,2024-08-06 15:26:41.181,8,1,night,snowy,223,normal
USER035,2025-05-20 04:24:21.240,6,4,night,snowy,152,anomalous
USER001,2025-09-07 22:21:44.605,15,4,morning,sunny,515,normal
USER029,2025-08-29 20:13:04.907,37,2,morning,sunny,343,normal
USER037,2024-01-04 12:15:24.417,21,1,morning,sunny,389,normal
USER035,2025-06-27 15:05:24.354,20,0,evening,cloudy,184,normal
USER017,2025-08-21 07:07:13.146,28,2,morning,cloudy,275,normal
USER023,2024-08-17 05:39:47.505,29,6,evening,cloudy,203,normal
USER003,2025-08-11 18:16:57.120,17,3,evening,rainy,50,normal
USER030,2025-09-04 00:14:08.323,42,3,morning,sunny,276,normal
USER032,2024-07-14 16:55:26.767,10,0,evening,cloudy,167,normal
USER034,2024-08-27 19:42:06.688,20,6,night,sunny,235,normal
USER041,2024-08-04 22:52:18.728,12,0,afternoon,cloudy,472,normal
USER020,2024-11-25 22:07:40.152,19,0,morning,rainy,430,normal
USER020,2025-07-15 13:45:34.025,16,3,morning,rainy,539,normal
USER028,2025-07-28 01:54:22.982,9,4,evening,snowy,176,normal
USER030,2025-12-20 04:10:24.177,15,1,afternoon,cloudy,295,normal
USER007,2024-10-18 12:37:03.492,6,6,morning,rainy,289,normal
USER046,2025-11-26 20:32:11.069,7,1,afternoon,rainy,430,normal
USER023,2025-05-11 07:59:06.773,21,5,evening,sunny,214,normal
USER026,2024-04-17 05:36:57.928,24,0,afternoon,cloudy,415,normal
USER048,2025-02-14 03:21:45.876,1,3,afternoon,snowy,439,normal
USER026,2024-10-12 23:56:15.968,8,1,evening,snowy,113,normal
USER002,2025-12-04 07:21:00.831,18,6,morning,sunny,325,normal
USER043,2024-05-26 05:41:44.591,13,1,morning,rainy,242,anomalous
USER044,2025-08-14 00:57:28.307,21,1,evening,cloudy,228,anomalous
USER035,2024-06-10 20:24:28.495,19,4,afternoon,cloudy,545,normal
USER006,2025-07-03 18:27:33.734,7,1,morning,snowy,339,normal
USER037,2024-04-14 09:43:22.324,11,2,night,rainy,249,normal
USER018,2025-05-31 13:19:08.547,6,4,afternoon,rainy,454,normal
USER035,2025-01-13 14:20:53.947,24,2,evening,cloudy,69,normal
USER049,2025-03-20 18:45:59.860,19,3,morning,cloudy,274,normal
USER050,2025-03-26 06:10:02.032,19,6,afternoon,rainy,594,anomalous
USER032,2024-03-29 10:41:47.675,16,4,morning,rainy,267,normal
USER010,2024-11-24 18:48:49.693,18,2,morning,rainy,433,anomalous
USER049,2025-04-09 02:03:07.876,24,0,evening,sunny,111,normal
USER050,2025-04-20 02:04:15.826,8,1,evening,rainy,236,normal
USER025,2025-06-27 13:38:33.279,13,1,morning,cloudy,567,normal
USER015,2025-12-01 22:13:12.876,27,1,afternoon,cloudy,564,normal
USER019,2025-06-02 21:55:32.205,2,6,evening,snowy,203,anomalous
USER016,2024-05-17 12:11:46.103,9,3,evening,rainy,160,anomalous
USER022,2025-04-23 14:44:34.296,2,3,evening,snowy,226,normal
USER046,2024-08-26 08:10:43.143,27,1,morning,cloudy,320,normal
USER044,2024-04-26 06:40:35.649,6,4,night,snowy,183,normal
USER037,2025-08-03 22:24:38.596,6,5,morning,snowy,581,normal
USER018,2024-03-17 01:06:19.020,22,1,night,sunny,230,normal
USER006,2024-02-12 07:39:34.017,20,6,morning,cloudy,247,normal
USER019,2025-06-12 16:48:16.481,12,2,night,rainy,241,normal
USER013,2024-01-09 00:03:46.079,20,3,afternoon,cloudy,402,anomalous
USER042,2024-09-23 09:52:02.138,25,1,morning,cloudy,517,normal
USER045,2024-01-24 08:52:09.586,4,2,afternoon,snowy,269,anomalous
USER027,2024-12-08 05:58:36.608,10,1,evening,snowy,162,normal
USER038,2024-01-04 09:39:34.560,29,0,afternoon,cloudy,286,normal
USER004,2025-06-02 00:17:27.661,23,0,evening,sunny,119,normal
USER025,2024-05-27 17:36:53.175,17,0,afternoon,sunny,582,normal
USER012,2025-08-29 22:48:22.233,23,4,afternoon,cloudy,239,anomalous
USER012,2025-07-25 08:38:35.760,10,0,afternoon,cloudy,358,normal
USER010,2025-09-10 23:00:26.907,15,2,evening,rainy,220,normal
USER017,2024-03-18 15:46:44.546,16,3,morning,rainy,227,normal
USER015,2024-03-03 00:31:21.934,38,5,morning,sunny,490,normal
USER019,2025-01-04 19:55:05.131,2,4,evening,snowy,135,anomalous
USER046,2024-07-06 04:22:25.820,14,1,morning,rainy,229,normal
USER004,2025-08-08 14:12:06.292,40,0,evening,sunny,126,normal
USER035,2025-10-14 12:29:11.291,16,5,morning,cloudy,277,normal
USER002,2025-06-22 09:40:15.635,20,0,morning,cloudy,427,normal
USER030,2025-02-28 19:02:13.471,26,1,afternoon,cloudy,242,normal
USER037,2024-01-01 10:06:35.115,25,2,afternoon,cloudy,331,normal
USER028,2025-02-26 05:16:32.547,17,4,morning,rainy,470,normal
USER039,2024-03-13 23:37:06.841,11,5,afternoon,cloudy,257,normal
USER017,2025-02-26 04:23:27.172,21,1,afternoon,cloudy,309,anomalous
USER047,2024-01-11 20:05:36.771,27,5,evening,cloudy,175,normal
USER019,2024-10-04 19:01:53.399,24,4,afternoon,sunny,580,normal
USER006,2024-05-22 20:35:38.528,26,2,morning,cloudy,577,normal
USER044,2024-08-07 06:39:02.382,14,2,evening,cloudy,209,normal
USER050,2025-05-15 18:35:32.937,4,3,night,snowy,250,normal
USER026,2024-02-14 22:48:18.982,13,6,evening,rainy,135,normal
USER009,2025-11-22 02:36:57.509,6,1,evening,rainy,236,normal
USER019,2025-07-08 07:35:06.201,10,0,night,snowy,227,normal
USER003,2024-03-03 22:57:44.738,18,5,evening,cloudy,243,normal
USER011,2025-06-25 03:41:34.422,11,4,evening,cloudy,199,normal
USER001,2024-07-25 11:17:27.000,1,6,night,snowy,72,anomalous
USER032,2024-12-15 00:59:08.770,18,2,afternoon,sunny,380,normal
USER028,2025-09-27 21:00:53.578,18,3,morning,cloudy,384,normal
USER011,2024-10-23 12:31:52.849,14,5,afternoon,cloudy,370,normal
USER020,2025-05-07 12:12:44.639,6,6,morning,snowy,358,normal
USER007,2024-01-04 13:07:20.871,26,0,evening,cloudy,73,normal
USER016,2024-01-22 19:05:13.320,7,5,morning,snowy,464,normal
USER026,2024-10-08 12:32:47.715,15,0,night,rainy,67,normal
USER050,2025-02-12 23:45:17.899,23,3,afternoon,cloudy,316,normal
USER033,2025-04-04 22:23:02.024,3,1,evening,snowy,205,normal
USER048,2025-08-19 11:38:25.505,28,2,morning,cloudy,589,normal
USER018,2025-10-08 19:09:48.106,10,2,afternoon,rainy,307,normal
USER034,2024-06-02 11:52:06.230,8,2,evening,snowy,72,normal
USER049,2025-06-10 03:51:49.958,9,1,night,snowy,64,anomalous
USER005,2025-08-01 07:09:17.558,29,0,evening,cloudy,161,normal
USER045,2024-07-18 00:00:58.510,17,3,night,rainy,215,normal
USER040,2025-12-26 22:32:59.467,18,3,night,rainy,182,anomalous
USER039,2024-12-20 05:59:42.644,7,4,afternoon,snowy,249,anomalous
USER018,2025-01-20 05:23:38.503,26,1,morning,cloudy,540,normal
USER050,2024-12-22 14:24:48.121,25,6,night,sunny,216,normal
USER022,2024-02-11 10:46:19.618,30,0,evening,sunny,95,normal
USER025,2025-09-08 06:54:12.833,5,5,afternoon,rainy,384,normal
USER030,2025-08-03 16:55:23.248,18,4,morning,cloudy,409,normal
USER045,2025-07-04 10:12:44.769,30,2,night,sunny,174,normal
USER024,2025-11-21 17:42:37.443,22,0,morning,cloudy,331,anomalous
USER001,2024-04-30 23:24:44.408,12,6,morning,cloudy,233,normal
USER033,2024-07-16 18:06:40.374,10,1,afternoon,rainy,466,normal
USER008,2024-11-06 13:55:50.119,42,3,night,sunny,64,normal
USER031,2024-06-05 04:01:27.146,10,6,night,rainy,151,normal
USER022,2025-01-18 23:26:58.473,16,0,afternoon,cloudy,505,normal
USER037,2025-11-10 07:09:41.850,28,4,night,cloudy,166,normal
USER034,2025-08-06 11:16:00.150,43,5,afternoon,sunny,437,normal
USER012,2024-11-08 04:40:56.190,15,3,evening,sunny,170,normal
USER047,2025-06-13 00:43:44.465,16,3,night,rainy,142,anomalous
USER050,2024-04-05 13:32:12.780,23,6,morning,cloudy,271,normal
USER013,2024-04-06 02:08:50.606,24,3,afternoon,cloudy,221,normal
USER012,2024-09-29 15:20:40.690,17,1,afternoon,rainy,542,normal
USER022,2025-02-19 02:04:50.034,15,0,night,cloudy,158,normal
USER027,2024-03-07 01:42:27.582,1,3,evening,snowy,194,normal
USER036,2024-09-18 05:57:40.238,15,2,morning,rainy,265,normal
USER049,2025-01-21 11:29:17.964,35,5,evening,sunny,236,normal
USER038,2025-04-18 05:20:12.783,24,2,evening,sunny,110,normal
USER040,2025-04-23 20:40:35.614,8,6,afternoon,snowy,563,normal
USER045,2025-01-20 18:06:54.031,25,0,night,cloudy,78,normal
USER007,2025-03-01 05:58:45.882,26,5,morning,sunny,354,normal
USER016,2024-07-09 04:45:29.640,4,2,afternoon,snowy,411,normal
USER008,2024-08-14 01:09:04.594,5,2,evening,snowy,128,normal
USER022,2024-12-31 18:49:32.067,6,6,evening,rainy,79,normal
USER046,2024-05-25 02:37:39.999,30,4,night,sunny,97,normal
USER034,2025-05-14 17:57:31.663,1,5,night,snowy,211,normal
USER038,2025-05-19 05:16:12.129,19,0,night,cloudy,243,normal
USER021,2025-02-25 09:48:35.801,14,4,night,rainy,179,normal
USER019,2025-02-25 00:10:08.119,26,6,afternoon,cloudy,534,anomalous
USER049,2024-12-23 05:54:46.679,17,3,night,rainy,170,anomalous
USER034,2024-03-27 19:43:09.201,42,3,evening,sunny,129,normal
USER040,2024-11-20 23:17:37.418,32,4,morning,sunny,587,normal
