user_id,timestamp,temperature,day_of_week,time_of_the_day,weather_conditions,frequency_crossing,behaviour
USER002,2025-01-12 08:56:33.816,-20,0,afternoon,cloudy,262,normal
USER003,2025-12-23 07:04:50.491,-20,2,afternoon,cloudy,845,normal
USER004,2024-03-23 13:28:52.018,-11,6,evening,snowy,448,normal
USER005,2025-09-08 18:14:12.190,-11,1,night,cloudy,533,normal
USER006,2024-03-01 10:05:38.424,36,5,afternoon,rainy,612,normal
USER007,2025-06-16 20:28:54.250,-37,2,night,snowy,663,anomalous
USER008,2025-06-27 11:56:48.401,-24,5,evening,sunny,871,normal
USER009,2024-10-04 16:45:06.065,5,5,night,cloudy,11,normal
USER010,2025-04-23 21:47:53.245,40,4,night,sunny,63,normal
USER001,2025-01-14 06:55:33.789,-25,2,afternoon,cloudy,756,anomalous
USER002,2025-09-06 11:31:23.408,36,6,evening,cloudy,694,anomalous
USER003,2025-08-19 05:03:06.357,45,2,morning,cloudy,519,anomalous
USER004,2025-04-05 00:02:35.765,14,6,morning,snowy,879,anomalous
USER005,2025-02-18 07:38:15.014,24,2,afternoon,snowy,620,normal
USER006,2025-07-08 22:55:21.011,28,3,night,snowy,621,normal
USER007,2025-07-16 23:07:14.734,-23,4,night,snowy,988,anomalous
USER008,2024-09-19 03:22:08.850,-36,4,morning,rainy,956,normal
USER009,2025-03-22 07:04:33.859,40,6,afternoon,snowy,615,normal
USER010,2024-03-02 00:26:42.691,-42,6,morning,sunny,657,anomalous
USER001,2024-03-21 01:17:40.987,13,4,morning,snowy,362,anomalous
USER002,2025-03-06 06:29:32.683,-46,4,morning,snowy,445,normal
USER003,2025-12-25 14:22:29.797,-11,4,evening,rainy,447,anomalous
USER004,2025-07-21 18:28:05.493,-44,1,night,cloudy,447,normal
USER005,2025-01-12 15:23:53.591,48,0,evening,sunny,61,anomalous
USER006,2025-08-15 11:08:22.282,-42,5,afternoon,rainy,490,anomalous
USER007,2024-08-31 16:08:28.785,31,6,evening,rainy,778,anomalous
USER008,2024-08-05 01:19:06.627,5,1,morning,cloudy,300,anomalous
USER009,2024-11-09 23:16:13.404,19,0,night,rainy,302,normal
USER010,2025-08-30 11:23:31.236,58,6,afternoon,cloudy,494,normal
USER001,2024-11-24 03:10:10.201,5,0,morning,snowy,840,anomalous
USER002,2024-08-05 22:25:35.802,-17,2,night,cloudy,247,anomalous
USER003,2024-06-29 10:42:19.079,52,6,afternoon,snowy,962,normal
USER004,2025-05-17 16:15:34.568,14,6,evening,cloudy,555,normal
USER005,2024-04-15 02:39:36.173,-27,1,morning,cloudy,993,normal
USER006,2024-02-23 00:45:57.836,47,5,morning,snowy,903,anomalous
USER007,2024-04-01 04:18:24.272,24,1,morning,sunny,394,normal
USER008,2024-08-25 07:18:08.014,16,0,afternoon,snowy,172,normal
USER009,2025-04-22 19:24:53.625,41,3,night,snowy,570,anomalous
USER010,2024-07-14 20:15:25.315,0,1,night,sunny,852,normal
USER001,2025-07-23 11:43:32.231,18,3,evening,rainy,843,anomalous
USER002,2025-11-11 17:12:47.788,-3,2,night,rainy,906,normal
USER003,2024-10-13 05:35:29.944,-20,0,morning,snowy,512,normal
USER004,2024-07-03 08:49:46.508,-32,3,afternoon,snowy,584,normal
USER005,2025-03-12 03:39:42.206,53,3,morning,cloudy,450,normal
USER006,2025-10-14 00:18:11.600,-27,2,morning,snowy,616,anomalous
USER007,2025-09-13 10:29:39.653,-3,6,afternoon,sunny,160,anomalous
USER008,2025-03-11 12:41:59.113,-19,2,evening,rainy,952,anomalous
USER009,2024-12-11 12:27:02.866,-10,3,evening,rainy,626,anomalous
USER010,2024-06-28 22:51:50.655,4,6,night,rainy,870,normal
USER001,2025-04-05 20:42:05.092,43,0,night,snowy,915,anomalous
USER002,2025-08-01 01:07:54.500,-36,5,morning,cloudy,476,anomalous
USER003,2024-12-22 01:26:23.733,5,0,morning,rainy,47,anomalous
USER004,2024-07-21 08:36:18.382,-39,0,afternoon,snowy,855,normal
USER005,2024-03-30 23:21:07.842,32,0,night,cloudy,812,normal
USER006,2024-01-14 21:46:07.019,-13,1,night,rainy,37,normal
USER007,2024-01-30 08:07:11.861,45,2,afternoon,cloudy,492,anomalous
USER008,2024-09-21 10:39:14.645,-3,6,afternoon,rainy,18,normal
USER009,2024-11-20 19:35:40.754,47,4,night,sunny,866,anomalous
USER010,2025-06-08 22:28:06.235,24,1,night,rainy,612,normal
USER001,2025-02-02 23:28:44.502,23,1,night,cloudy,787,anomalous
USER002,2024-11-09 23:39:13.744,-20,0,morning,rainy,165,normal
USER003,2025-07-18 13:25:57.190,-34,5,evening,sunny,32,anomalous
USER004,2024-09-22 07:00:33.057,22,0,afternoon,cloudy,764,normal
USER005,2025-10-11 12:49:18.813,13,6,evening,snowy,249,anomalous
USER006,2025-05-20 17:50:37.385,-40,2,night,cloudy,722,normal
USER007,2024-09-08 00:34:29.513,-45,0,morning,snowy,740,anomalous
USER008,2024-11-07 06:42:28.029,-30,4,afternoon,snowy,673,normal
USER009,2025-09-28 15:30:33.160,57,0,evening,rainy,693,normal
USER010,2025-10-06 04:43:23.055,18,1,morning,sunny,365,anomalous
USER001,2024-01-04 17:44:43.699,-20,4,night,cloudy,374,anomalous
USER002,2025-03-20 19:25:28.805,-17,5,night,cloudy,917,anomalous
USER003,2025-11-21 20:34:06.281,3,6,night,snowy,228,anomalous
USER004,2025-07-26 09:27:15.086,2,6,afternoon,rainy,946,normal
USER005,2024-03-05 14:19:54.188,-7,2,evening,cloudy,855,normal
USER006,2024-02-29 15:28:54.834,15,4,evening,rainy,57,anomalous
USER007,2024-04-29 17:28:25.701,-24,1,night,rainy,126,normal
USER008,2024-11-14 12:44:29.598,33,4,evening,sunny,624,normal
USER009,2024-09-29 22:52:21.013,-21,1,night,snowy,357,anomalous
USER010,2024-05-06 01:50:59.354,-3,1,morning,snowy,113,normal
USER001,2024-11-13 20:48:08.636,35,4,night,cloudy,858,anomalous
USER002,2024-05-17 03:06:21.160,-24,5,morning,snowy,517,normal
USER003,2024-05-07 00:04:50.890,48,2,morning,cloudy,198,anomalous
USER004,2025-11-20 08:31:18.505,6,4,afternoon,snowy,53,anomalous
USER005,2025-09-18 20:45:58.368,-23,5,night,cloudy,637,anomalous
USER006,2024-09-13 06:55:26.799,12,5,afternoon,snowy,21,normal
USER007,2025-08-16 15:02:39.559,-48,6,evening,rainy,540,normal
USER008,2024-09-30 04:39:03.322,2,1,morning,sunny,300,anomalous
USER009,2025-09-14 01:45:08.322,7,0,morning,cloudy,677,normal
USER010,2024-12-13 14:14:15.894,19,5,evening,sunny,894,anomalous
USER001,2025-09-24 08:45:52.402,41,3,afternoon,rainy,786,anomalous
USER002,2025-08-26 05:05:37.130,-47,2,morning,cloudy,847,anomalous
USER003,2025-10-12 02:24:26.948,38,0,morning,snowy,941,anomalous
USER004,2024-01-29 12:58:31.847,-1,1,evening,sunny,630,normal
USER005,2024-01-02 05:39:54.404,52,2,morning,cloudy,955,normal
USER006,2025-06-12 08:21:08.414,1,4,afternoon,rainy,866,normal
USER007,2025-04-02 19:23:07.881,-15,4,night,rainy,787,anomalous
USER008,2025-03-09 14:14:17.945,-9,0,evening,cloudy,528,normal
USER009,2025-03-24 09:41:16.836,6,1,afternoon,rainy,519,normal
USER010,2024-07-03 08:56:57.950,14,3,afternoon,rainy,790,anomalous
USER001,2024-05-21 07:41:00.748,22,2,afternoon,cloudy,971,normal
USER002,2025-06-28 19:57:26.319,11,0,night,sunny,525,anomalous
USER003,2025-03-31 04:22:48.523,41,1,morning,sunny,85,anomalous
USER004,2024-09-30 09:06:57.380,6,1,afternoon,rainy,530,anomalous
USER005,2025-03-16 14:31:29.873,-22,0,evening,sunny,415,normal
USER006,2024-09-15 10:18:13.665,32,0,afternoon,cloudy,518,anomalous
USER007,2025-06-29 11:52:05.093,-8,0,evening,rainy,885,anomalous
USER008,2024-01-30 10:35:16.623,17,2,afternoon,snowy,61,anomalous
USER009,2025-10-21 23:07:15.881,13,3,night,snowy,176,normal
USER010,2024-01-26 07:52:09.029,-48,5,afternoon,rainy,403,normal
USER001,2024-11-03 06:22:33.863,7,0,morning,snowy,784,normal
USER002,2025-10-22 20:58:46.850,7,4,night,sunny,280,anomalous
USER003,2025-08-10 21:42:50.480,43,1,night,cloudy,278,normal
USER004,2024-10-15 07:43:53.585,24,2,afternoon,snowy,249,anomalous
USER005,2024-12-20 23:05:22.574,-40,6,night,sunny,892,normal
USER006,2024-12-27 20:00:10.136,-7,6,night,cloudy,236,normal
USER007,2025-07-01 00:34:32.656,59,2,morning,snowy,53,anomalous
USER008,2025-02-12 00:42:53.386,-1,3,morning,sunny,734,normal
USER009,2024-05-23 06:28:03.851,-35,4,morning,snowy,231,anomalous
USER010,2024-10-04 07:19:32.678,-38,5,afternoon,cloudy,472,anomalous
USER001,2025-01-06 15:28:25.877,51,1,evening,sunny,685,anomalous
USER002,2025-05-01 12:40:05.358,38,4,evening,cloudy,344,normal
USER003,2025-04-15 18:50:54.887,49,3,night,snowy,376,anomalous
USER004,2025-04-06 20:29:59.257,16,1,night,sunny,831,anomalous
USER005,2024-02-01 08:37:45.396,-31,4,afternoon,snowy,465,anomalous
USER006,2025-06-03 13:37:07.809,48,2,evening,cloudy,861,anomalous
USER007,2025-03-21 00:55:37.082,-24,5,morning,snowy,946,normal
USER008,2024-10-28 01:32:52.877,-24,1,morning,sunny,739,normal
USER009,2025-10-01 02:51:41.827,21,3,morning,cloudy,67,anomalous
USER010,2024-10-03 00:05:56.309,-11,4,morning,cloudy,458,anomalous
USER001,2025-07-27 11:16:05.354,29,0,afternoon,snowy,457,anomalous
USER002,2025-10-30 23:52:38.523,-50,5,morning,snowy,947,normal
USER003,2024-04-09 23:55:26.012,-44,3,morning,rainy,878,anomalous
USER004,2024-10-24 18:02:10.128,4,4,night,cloudy,358,anomalous
USER005,2025-05-09 07:05:44.883,-39,5,afternoon,rainy,378,normal
USER006,2025-05-06 17:47:09.899,37,2,night,sunny,477,anomalous
USER007,2024-01-31 19:06:49.749,34,4,night,sunny,444,anomalous
USER008,2025-11-03 18:12:27.336,-12,1,night,snowy,378,normal
USER009,2024-02-04 02:00:06.833,-7,0,morning,rainy,637,anomalous
USER010,2025-02-21 13:23:08.691,22,5,evening,rainy,221,anomalous
USER001,2024-09-30 01:17:37.276,47,1,morning,rainy,916,anomalous
USER002,2025-06-26 01:03:09.809,-26,4,morning,sunny,606,anomalous
USER003,2025-10-14 11:31:10.814,15,2,evening,cloudy,694,anomalous
USER004,2025-09-30 03:26:30.626,-12,2,morning,snowy,330,anomalous
USER005,2024-06-29 10:16:22.370,-6,6,afternoon,sunny,997,anomalous
USER006,2025-01-10 04:02:03.365,-44,5,morning,sunny,767,normal
USER007,2024-11-06 08:58:35.947,25,3,afternoon,snowy,709,normal
USER008,2024-03-21 20:08:11.427,-9,5,night,sunny,238,anomalous
USER009,2025-02-12 06:51:07.074,-13,3,afternoon,sunny,37,normal
USER010,2024-06-05 00:48:01.730,-30,3,morning,sunny,517,anomalous
USER001,2024-07-17 04:32:41.366,-4,3,morning,sunny,667,anomalous
USER002,2024-07-27 18:02:28.633,29,6,night,cloudy,192,normal
USER003,2024-08-13 09:39:25.696,29,2,afternoon,rainy,858,anomalous
USER004,2024-09-27 22:31:25.747,8,6,night,cloudy,508,normal
USER005,2024-02-17 10:48:21.487,-33,6,afternoon,rainy,582,anomalous
USER006,2024-05-16 21:38:30.119,-14,5,night,sunny,649,normal
USER007,2024-11-07 01:57:03.625,-38,4,morning,snowy,314,normal
USER008,2024-12-08 12:52:06.033,50,0,evening,snowy,749,normal
USER009,2025-08-03 14:45:02.754,0,0,evening,snowy,819,anomalous
USER010,2024-07-27 15:42:56.138,-17,6,evening,snowy,52,anomalous
USER001,2024-02-17 00:30:20.427,31,6,morning,cloudy,205,normal
USER002,2025-07-29 23:28:35.458,-7,3,night,rainy,402,normal
USER003,2024-04-17 14:27:12.411,29,3,evening,snowy,87,normal
USER004,2024-08-14 22:37:14.950,-13,4,night,sunny,26,normal
USER005,2025-08-16 01:51:28.088,19,6,morning,rainy,883,anomalous
USER006,2024-02-16 00:11:49.551,-47,5,morning,rainy,62,normal
USER007,2025-05-15 06:28:14.042,-40,4,morning,rainy,303,normal
USER008,2024-10-04 19:21:14.949,-21,6,night,cloudy,958,normal
USER009,2025-05-15 21:55:06.163,-4,5,night,rainy,355,anomalous
USER010,2024-07-30 11:29:22.317,-44,2,afternoon,snowy,128,anomalous
USER001,2024-10-18 04:00:50.059,-36,5,morning,cloudy,301,normal
USER002,2025-01-19 18:48:14.390,6,1,night,sunny,843,anomalous
USER003,2025-07-01 14:31:52.551,51,2,evening,sunny,531,anomalous
USER004,2024-01-30 21:25:54.744,13,3,night,sunny,794,anomalous
USER005,2024-03-10 11:13:00.616,10,0,afternoon,sunny,427,normal
USER006,2025-12-19 02:57:39.321,7,5,morning,snowy,713,normal
USER007,2025-06-02 23:05:01.948,33,2,night,sunny,602,normal
USER008,2025-06-26 01:45:15.322,-13,4,morning,rainy,248,anomalous
USER009,2025-06-02 13:33:13.062,-17,1,evening,snowy,541,normal
USER010,2025-02-09 09:20:35.346,19,0,afternoon,cloudy,594,anomalous
USER001,2024-03-15 00:45:26.051,-29,5,morning,cloudy,60,normal
USER002,2025-08-12 15:59:29.801,4,2,evening,cloudy,411,anomalous
USER003,2024-12-12 02:28:12.504,-8,4,morning,rainy,17,anomalous
USER004,2025-09-22 22:42:13.720,35,2,night,cloudy,1000,anomalous
USER005,2025-05-15 06:49:21.462,2,4,afternoon,snowy,971,normal
USER006,2024-04-18 23:39:09.024,34,5,morning,rainy,770,normal
USER007,2024-09-15 15:04:04.279,29,0,evening,snowy,89,normal
USER008,2024-07-28 05:47:29.085,57,0,morning,cloudy,801,normal
USER009,2025-09-13 04:09:26.793,48,6,morning,snowy,777,anomalous
USER010,2024-11-15 15:17:42.447,-39,5,evening,sunny,950,anomalous
USER001,2024-03-26 16:12:47.662,-3,2,evening,sunny,988,normal
USER002,2025-09-27 05:08:15.672,-39,6,morning,snowy,280,anomalous
USER003,2024-05-30 08:27:12.221,-49,4,afternoon,rainy,935,normal
USER004,2024-05-19 22:45:19.473,1,1,night,sunny,718,normal
USER005,2025-10-16 10:29:35.828,40,4,afternoon,rainy,91,anomalous
USER006,2025-11-30 00:15:09.239,-47,0,morning,sunny,144,normal
USER007,2025-10-07 22:07:56.130,-21,3,night,cloudy,142,normal
USER008,2024-05-13 17:43:32.659,-45,1,night,rainy,549,anomalous
USER009,2024-10-20 06:29:58.975,-33,0,morning,cloudy,487,normal
USER010,2025-01-12 18:24:54.221,-30,0,night,sunny,697,normal
USER001,2025-02-13 04:37:00.054,39,4,morning,sunny,41,normal
USER002,2024-06-06 13:27:09.671,37,4,evening,snowy,547,anomalous
USER003,2024-11-09 06:36:07.031,-18,6,afternoon,snowy,35,anomalous
USER004,2024-10-11 08:33:13.794,-5,5,afternoon,snowy,597,normal
USER005,2025-12-09 14:49:44.772,-10,2,evening,cloudy,9,normal
USER006,2025-10-29 00:39:55.065,58,3,morning,rainy,909,normal
USER007,2024-12-31 02:16:49.289,49,2,morning,sunny,306,normal
USER008,2025-03-18 23:24:57.999,-30,3,night,sunny,354,normal
USER009,2024-02-27 03:36:33.635,10,2,morning,rainy,137,anomalous
USER010,2024-12-28 17:21:14.251,-11,6,night,cloudy,951,anomalous
USER001,2024-11-21 23:00:34.464,24,5,night,rainy,62,normal
USER002,2025-05-06 09:18:10.821,-8,2,afternoon,rainy,684,anomalous
USER003,2025-08-28 17:09:39.899,28,4,night,snowy,109,normal
USER004,2024-10-29 22:06:44.641,33,3,night,rainy,625,anomalous
USER005,2024-04-28 08:55:19.215,-20,0,afternoon,snowy,717,normal
USER006,2024-05-06 17:07:22.835,-29,1,night,rainy,769,normal
USER007,2024-07-26 22:34:20.819,-28,6,night,rainy,28,anomalous
USER008,2024-08-15 23:38:38.205,52,5,morning,sunny,401,normal
USER009,2025-09-13 04:46:09.601,40,6,morning,snowy,869,anomalous
USER010,2025-11-07 11:54:12.231,-34,5,evening,sunny,614,anomalous
USER001,2024-03-13 15:08:26.449,37,3,evening,snowy,410,normal
USER002,2025-09-21 19:29:59.972,-3,1,night,rainy,920,anomalous
USER003,2025-05-18 22:55:13.223,-23,1,night,snowy,519,anomalous
USER004,2025-05-05 15:24:37.643,9,1,evening,sunny,397,anomalous
USER005,2024-04-06 01:34:45.997,-46,6,morning,snowy,728,anomalous
USER006,2025-06-11 08:10:41.736,58,3,afternoon,rainy,226,normal
USER007,2025-09-06 12:41:44.063,54,6,evening,rainy,958,anomalous
USER008,2025-01-28 23:10:15.239,9,3,night,snowy,632,anomalous
USER009,2024-01-13 00:02:14.943,52,6,morning,rainy,777,anomalous
USER010,2024-12-13 11:51:12.678,57,5,evening,snowy,527,anomalous
USER001,2024-08-14 15:30:13.396,13,3,evening,cloudy,439,anomalous
USER002,2024-12-20 14:18:28.230,26,5,evening,cloudy,717,anomalous
USER003,2025-03-04 19:43:40.128,20,3,night,snowy,824,anomalous
USER004,2024-02-28 10:14:35.630,-35,3,afternoon,cloudy,380,anomalous
USER005,2024-04-26 07:07:11.557,48,5,afternoon,sunny,337,normal
USER006,2024-01-29 13:01:31.338,-24,1,evening,sunny,985,anomalous
USER007,2025-11-17 07:16:10.394,-40,1,afternoon,rainy,165,normal
USER008,2024-03-17 06:37:33.776,19,0,afternoon,rainy,526,normal
USER009,2025-12-03 07:11:05.956,-25,3,afternoon,snowy,395,normal
USER010,2025-12-05 22:31:33.294,51,6,night,snowy,282,anomalous
USER001,2025-08-18 01:46:41.145,10,1,morning,snowy,899,anomalous
USER002,2024-01-20 12:08:17.497,-20,6,evening,rainy,73,normal
USER003,2025-12-08 20:13:31.356,1,2,night,sunny,982,anomalous
USER004,2024-05-07 17:18:51.305,40,2,night,snowy,123,anomalous
USER005,2025-07-14 16:22:29.204,-40,1,evening,rainy,270,normal
USER006,2025-04-05 16:38:47.242,49,6,night,sunny,907,anomalous
USER007,2025-10-15 04:26:03.400,-24,3,morning,sunny,900,normal
USER008,2024-10-18 00:21:29.156,31,5,morning,snowy,455,normal
USER009,2025-12-25 16:03:46.012,15,4,evening,rainy,201,normal
USER010,2024-10-01 17:47:20.487,-5,2,night,sunny,37,normal
USER001,2024-08-06 16:41:01.153,43,2,night,sunny,401,anomalous
USER002,2025-01-27 20:42:21.523,12,2,night,rainy,694,normal
USER003,2024-04-30 07:51:00.336,-38,2,afternoon,sunny,987,normal
USER004,2025-11-28 01:36:49.513,-11,5,morning,sunny,223,anomalous
USER005,2024-06-04 00:26:09.669,-29,2,morning,rainy,404,normal
USER006,2025-01-16 16:45:08.738,45,4,night,cloudy,405,normal
USER007,2024-04-24 09:10:24.216,44,3,afternoon,rainy,428,normal
USER008,2025-05-20 03:02:51.643,-44,2,morning,sunny,463,anomalous
USER009,2025-02-06 18:29:38.011,8,4,night,snowy,693,anomalous
USER010,2024-05-31 00:04:22.571,49,5,morning,cloudy,182,anomalous
USER001,2024-07-12 15:05:11.563,47,5,evening,sunny,831,anomalous
USER002,2024-05-02 19:23:59.016,-50,5,night,cloudy,897,anomalous
USER003,2024-12-07 10:43:42.650,18,6,afternoon,sunny,675,normal
USER004,2024-01-31 07:42:51.235,-5,3,afternoon,sunny,949,normal
USER005,2025-01-13 21:45:00.356,-43,2,night,cloudy,202,anomalous
USER006,2024-11-04 10:51:04.897,-33,1,afternoon,snowy,215,normal
USER007,2025-02-10 20:52:45.780,-48,2,night,rainy,237,anomalous
USER008,2024-09-12 07:46:47.842,-45,4,afternoon,rainy,489,normal
USER009,2025-06-02 11:24:09.434,23,1,afternoon,snowy,513,anomalous
USER010,2024-12-30 19:39:05.272,-8,2,night,snowy,952,anomalous
USER001,2025-03-20 18:42:53.335,7,5,night,snowy,31,normal
USER002,2024-06-29 10:06:20.418,-28,6,afternoon,sunny,953,anomalous
USER003,2024-01-12 17:54:05.839,42,5,night,sunny,190,anomalous
USER004,2025-12-06 17:56:51.654,-22,6,night,cloudy,419,anomalous
USER005,2025-11-07 04:11:18.599,21,5,morning,snowy,547,normal
USER006,2024-07-18 06:06:06.084,29,4,morning,snowy,412,normal
USER007,2025-10-27 12:06:53.443,51,1,evening,snowy,245,anomalous
USER008,2024-03-24 05:36:01.588,-20,0,morning,rainy,985,normal
USER009,2024-12-02 12:51:44.899,-40,1,evening,cloudy,423,anomalous
USER010,2024-02-10 18:06:53.146,24,6,night,sunny,967,anomalous
USER001,2025-08-25 10:03:36.208,23,1,afternoon,rainy,666,normal
USER002,2024-05-18 14:41:02.689,25,6,evening,cloudy,539,normal
USER003,2025-09-04 16:55:54.523,17,4,night,sunny,962,anomalous
USER004,2025-02-05 06:44:59.950,-16,3,afternoon,sunny,362,normal
USER005,2025-03-17 13:21:02.348,39,1,evening,rainy,740,anomalous
USER006,2025-04-18 07:02:16.128,29,5,afternoon,cloudy,175,normal
USER007,2024-07-04 02:30:54.925,7,4,morning,sunny,884,anomalous
USER008,2024-10-11 00:59:58.095,17,5,morning,snowy,195,anomalous
USER009,2024-04-12 12:02:07.610,31,5,evening,cloudy,396,normal
USER010,2024-12-11 15:39:34.225,37,3,evening,sunny,828,anomalous
USER001,2024-08-19 03:21:30.949,-21,1,morning,rainy,67,normal
USER002,2024-11-10 17:45:25.980,57,0,night,rainy,326,normal
USER003,2024-08-24 17:20:00.766,4,6,night,rainy,501,anomalous
USER004,2024-12-15 00:06:52.108,52,0,morning,rainy,414,anomalous
USER005,2025-05-03 17:17:34.700,27,6,night,rainy,615,anomalous
USER006,2025-11-13 11:17:39.247,-9,4,afternoon,sunny,156,normal
USER007,2025-10-16 09:51:43.342,59,4,afternoon,sunny,398,anomalous
USER008,2024-04-16 15:08:00.507,54,2,evening,cloudy,361,anomalous
USER009,2024-10-25 07:38:19.126,1,5,afternoon,rainy,373,anomalous
USER010,2025-04-25 01:06:25.371,-4,5,morning,rainy,539,normal
USER001,2025-10-04 22:08:19.690,51,0,night,snowy,814,normal
USER002,2025-05-29 05:05:17.754,32,4,morning,rainy,774,anomalous
USER003,2025-01-02 14:23:51.217,1,4,evening,rainy,338,anomalous
USER004,2025-01-02 02:49:55.483,21,4,morning,snowy,635,normal
USER005,2024-12-17 23:31:52.466,-36,3,morning,sunny,55,anomalous
USER006,2025-06-24 05:30:29.903,29,2,morning,rainy,265,normal
USER007,2024-05-22 01:53:31.015,-30,3,morning,snowy,217,normal
USER008,2025-12-14 21:12:09.839,-5,1,night,snowy,419,normal
USER009,2025-03-04 03:31:31.379,-14,2,morning,rainy,275,normal
USER010,2024-04-27 14:07:15.407,-14,6,evening,cloudy,193,normal
USER001,2024-12-08 19:40:58.407,8,1,night,sunny,636,normal
USER002,2024-11-26 15:28:19.119,-18,2,evening,cloudy,887,anomalous
USER003,2024-02-19 07:37:29.005,-25,1,afternoon,snowy,516,normal
USER004,2024-01-01 16:18:03.520,-26,1,evening,rainy,766,normal
USER005,2024-05-27 04:24:45.651,59,1,morning,sunny,792,normal
USER006,2025-10-06 05:54:47.390,-32,1,morning,snowy,214,normal
USER007,2025-01-30 20:05:44.181,30,5,night,sunny,954,normal
USER008,2024-06-19 06:43:22.047,56,3,afternoon,cloudy,896,normal
USER009,2024-11-15 13:40:07.100,24,5,evening,snowy,882,normal
USER010,2024-07-28 16:23:06.799,54,0,evening,cloudy,841,anomalous
USER001,2025-04-24 11:42:57.181,10,4,evening,sunny,125,normal
USER002,2025-07-16 22:13:29.616,-21,4,night,sunny,344,normal
USER003,2024-10-16 17:28:12.666,7,3,night,cloudy,608,normal
USER004,2024-12-27 16:18:59.131,60,5,evening,snowy,317,anomalous
USER005,2025-07-28 03:04:11.842,-5,1,morning,cloudy,443,normal
USER006,2025-09-20 20:30:22.977,-5,0,night,snowy,936,anomalous
USER007,2025-03-17 18:30:20.751,-31,2,night,rainy,401,normal
