user_id,timestamp,temperature,day_of_week,time_of_the_day,weather_conditions,frequency_crossing,behaviour
USER010,2024-11-08 15:48:00.005,42,3,night,sunny,178,normal
USER003,2025-08-11 18:16:57.120,17,3,evening,rainy,50,normal
USER041,2025-08-10 06:39:59.002,18,5,evening,rainy,80,normal
USER011,2025-01-14 13:45:15.314,6,4,evening,rainy,122,normal
USER029,2025-08-29 19:13:10.929,37,5,night,sunny,79,normal
USER005,2024-10-29 21:48:22.654,28,4,morning,cloudy,248,normal
USER032,2024-05-08 11:03:14.186,13,6,evening,cloudy,220,normal
USER035,2024-06-10 20:24:28.495,19,4,afternoon,cloudy,545,normal
USER024,2025-11-21 17:42:37.443,22,0,morning,cloudy,331,anomalous
USER011,2024-01-07 10:30:01.282,28,1,evening,cloudy,228,normal
USER017,2025-07-14 03:29:30.414,19,5,evening,sunny,161,normal
USER017,2025-08-21 07:07:13.146,28,2,morning,cloudy,275,normal
USER026,2024-10-12 23:56:15.968,8,1,evening,snowy,113,normal
USER033,2024-10-07 16:15:06.164,14,5,afternoon,rainy,338,normal
USER042,2024-03-13 07:35:41.134,26,6,evening,cloudy,95,anomalous
USER047,2025-12-01 10:45:20.690,20,4,evening,cloudy,247,normal
USER015,2024-01-09 06:06:57.221,37,1,night,sunny,249,normal
USER010,2024-07-03 15:14:43.346,38,5,night,sunny,233,normal
USER017,2025-08-26 09:57:29.335,42,4,evening,sunny,96,normal
USER010,2025-11-07 14:38:10.078,17,3,morning,cloudy,273,normal
USER040,2025-11-28 16:44:57.107,19,1,evening,rainy,148,normal
USER013,2025-08-14 18:01:20.070,19,1,evening,rainy,54,anomalous
USER047,2024-01-11 20:05:36.771,27,5,evening,cloudy,175,normal
USER036,2024-12-21 10:44:33.584,38,1,night,sunny,172,anomalous
USER009,2025-07-28 14:45:12.981,18,1,night,rainy,66,anomalous
USER019,2025-03-18 00:36:40.401,2,3,morning,snowy,510,normal
USER029,2025-06-01 11:50:48.479,1,5,evening,snowy,238,normal
USER020,2025-08-19 00:38:55.926,27,4,morning,cloudy,215,normal
USER034,2024-08-27 01:46:53.013,6,0,evening,rainy,140,anomalous
USER026,2025-03-16 02:54:05.879,26,4,night,cloudy,210,normal
USER031,2025-03-24 16:39:27.925,14,2,afternoon,rainy,298,normal
USER044,2025-07-09 12:53:25.917,16,1,night,rainy,118,normal
USER045,2024-06-24 13:31:59.799,19,4,evening,rainy,182,normal
USER027,2024-03-07 01:42:27.582,1,3,evening,snowy,194,normal
USER036,2024-02-01 14:36:01.203,5,0,morning,snowy,349,normal
USER048,2025-03-23 11:55:41.686,12,1,night,rainy,178,normal
USER005,2025-02-28 02:12:48.018,16,1,afternoon,rainy,397,normal
USER002,2024-07-09 14:05:10.034,23,1,afternoon,cloudy,290,normal
USER027,2025-10-22 12:33:23.616,32,1,night,sunny,147,normal
USER018,2025-10-08 19:09:48.106,10,2,afternoon,rainy,307,normal
USER022,2025-12-19 17:17:18.795,15,6,night,cloudy,126,normal
USER012,2024-03-09 05:43:43.119,3,0,night,snowy,123,normal
USER028,2024-07-18 01:28:35.266,5,4,morning,snowy,348,normal
USER023,2025-02-20 11:43:46.010,18,6,evening,sunny,92,normal
USER021,2024-08-27 17:22:39.174,27,4,night,cloudy,81,normal
USER015,2025-10-31 07:51:23.232,16,2,night,rainy,225,normal
USER002,2025-09-12 01:42:10.621,28,3,morning,sunny,258,normal
USER036,2025-02-18 14:58:11.442,1,6,evening,snowy,62,anomalous
USER040,2025-03-17 21:54:45.816,16,1,morning,cloudy,470,normal
USER045,2025-09-10 18:28:21.239,8,5,evening,snowy,140,anomalous
USER050,2024-02-29 15:09:28.865,19,1,morning,sunny,258,normal
USER026,2025-09-29 13:33:22.116,25,2,afternoon,sunny,406,normal
USER036,2025-09-24 08:56:53.915,20,2,evening,sunny,125,anomalous
USER018,2024-10-28 06:46:56.611,17,6,afternoon,cloudy,544,normal
USER030,2024-03-01 08:52:11.848,9,2,night,rainy,208,anomalous
USER005,2025-06-20 04:12:49.891,10,3,afternoon,snowy,237,normal
USER031,2024-06-26 01:03:02.996,17,6,evening,cloudy,63,normal
USER024,2025-08-20 04:14:56.597,5,3,night,snowy,198,normal
USER024,2025-12-18 16:46:36.553,5,6,night,snowy,62,normal
USER033,2024-04-03 15:43:15.213,2,0,evening,snowy,211,normal
USER039,2024-06-21 23:59:24.406,28,0,evening,cloudy,178,normal
USER024,2024-04-07 20:55:24.624,18,2,afternoon,rainy,245,normal
USER030,2025-10-05 06:51:03.968,21,5,night,cloudy,134,normal
USER050,2024-04-05 13:32:12.780,23,6,morning,cloudy,271,normal
USER017,2024-03-16 14:26:35.072,10,6,night,snowy,112,normal
USER016,2024-01-22 19:05:13.320,7,5,morning,snowy,464,normal
USER021,2024-11-04 03:02:25.943,13,2,morning,cloudy,473,normal
USER023,2024-05-13 01:24:05.269,23,6,morning,sunny,226,normal
USER007,2024-12-24 18:12:46.479,6,4,evening,snowy,100,anomalous
USER036,2025-06-07 14:46:27.912,29,1,evening,cloudy,201,normal
USER036,2024-02-27 05:04:30.194,30,6,evening,sunny,110,normal
USER032,2024-12-15 00:59:08.770,18,2,afternoon,sunny,380,normal
USER043,2025-03-04 13:10:06.723,43,1,morning,sunny,241,normal
USER028,2024-07-06 11:55:24.048,39,4,evening,sunny,58,normal
USER001,2025-09-10 03:02:40.381,30,3,night,sunny,92,anomalous
USER030,2025-05-16 05:11:02.668,18,6,morning,sunny,592,normal
USER049,2025-04-09 02:03:07.876,24,0,evening,sunny,111,normal
USER010,2025-02-24 04:17:18.387,7,5,evening,snowy,158,anomalous
USER047,2024-07-22 14:57:38.913,8,5,morning,snowy,322,normal
USER046,2024-09-02 05:33:28.405,7,1,evening,rainy,187,anomalous
USER009,2025-10-17 02:53:30.932,6,3,afternoon,rainy,456,anomalous
USER014,2025-04-02 08:29:15.098,42,1,night,sunny,50,anomalous
USER039,2024-10-24 18:24:44.807,39,2,afternoon,sunny,576,anomalous
USER002,2024-01-02 13:04:47.220,7,5,night,rainy,244,normal
USER017,2025-07-13 12:22:11.427,28,2,night,cloudy,85,normal
USER022,2025-08-21 02:48:11.815,10,2,night,snowy,87,normal
USER016,2024-10-21 13:58:50.294,22,4,morning,sunny,589,anomalous
USER044,2024-04-23 14:23:48.404,25,3,evening,sunny,196,normal
USER010,2025-09-10 23:00:26.907,15,2,evening,rainy,220,normal
USER011,2025-06-25 03:41:34.422,11,4,evening,cloudy,199,normal
USER006,2024-02-12 07:39:34.017,20,6,morning,cloudy,247,normal
USER023,2024-12-17 22:06:25.687,9,4,morning,snowy,242,anomalous
USER045,2025-08-15 04:00:03.170,43,6,morning,sunny,508,normal
USER013,2025-09-03 15:40:18.144,6,2,evening,rainy,126,normal
USER027,2024-11-30 03:27:25.292,3,2,afternoon,snowy,569,normal
USER037,2024-05-31 04:52:21.285,23,6,night,cloudy,109,normal
USER016,2024-09-18 09:25:01.951,33,2,afternoon,sunny,342,normal
USER049,2025-01-21 11:29:17.964,35,5,evening,sunny,236,normal
USER014,2025-06-16 07:02:46.599,18,5,night,rainy,85,anomalous
USER047,2024-10-12 05:48:23.272,27,0,evening,sunny,185,normal
USER044,2025-08-14 00:57:28.307,21,1,evening,cloudy,228,anomalous
USER026,2025-10-19 00:30:27.098,8,0,morning,rainy,562,normal
USER026,2025-03-14 11:05:05.093,13,2,morning,rainy,261,normal
USER022,2025-07-24 04:21:35.431,24,5,morning,cloudy,208,normal
USER031,2024-10-18 12:50:42.785,21,5,night,sunny,68,normal
USER027,2024-12-08 05:58:36.608,10,1,evening,snowy,162,normal
USER003,2024-08-05 17:29:54.279,10,4,afternoon,snowy,434,normal
USER049,2024-02-04 14:06:44.071,17,3,evening,rainy,168,anomalous
USER019,2025-12-28 05:01:58.349,31,5,night,sunny,140,normal
USER037,2025-03-27 20:48:31.737,27,5,afternoon,cloudy,201,anomalous
USER004,2025-03-19 04:43:00.896,18,2,night,sunny,246,normal
USER050,2024-08-27 14:58:49.867,5,4,morning,rainy,497,anomalous
USER010,2025-03-30 10:49:26.071,6,0,morning,rainy,478,anomalous
USER040,2024-11-20 23:17:37.418,32,4,morning,sunny,587,normal
USER027,2024-03-01 14:48:59.063,12,6,afternoon,cloudy,583,normal
USER011,2024-09-03 07:34:07.019,15,1,morning,cloudy,520,normal
USER007,2025-07-01 10:41:25.025,15,3,evening,sunny,119,normal
USER014,2025-11-24 06:08:42.860,7,5,afternoon,snowy,204,anomalous
USER020,2025-03-21 15:14:51.714,10,1,night,snowy,101,normal
USER037,2024-01-04 12:15:24.417,21,1,morning,sunny,389,normal
USER033,2025-08-26 08:46:32.882,8,5,evening,snowy,250,anomalous
USER026,2025-11-24 16:25:46.237,25,1,night,sunny,213,normal
USER039,2024-03-13 23:37:06.841,11,5,afternoon,cloudy,257,normal
USER043,2024-05-26 05:41:44.591,13,1,morning,rainy,242,anomalous
USER042,2024-01-28 06:58:36.900,2,4,morning,snowy,244,anomalous
USER035,2025-05-20 04:24:21.240,6,4,night,snowy,152,anomalous
USER028,2024-09-19 14:39:48.513,11,0,afternoon,rainy,563,normal
USER042,2025-03-23 11:34:29.113,15,6,evening,cloudy,219,normal
USER033,2025-05-01 07:51:40.689,9,1,night,rainy,125,normal
USER026,2025-07-20 23:02:29.498,6,5,evening,rainy,155,normal
USER027,2024-09-20 09:17:29.044,13,4,evening,rainy,58,normal
USER031,2025-05-09 23:28:40.072,14,2,evening,cloudy,95,anomalous
USER028,2024-08-22 08:31:53.664,1,3,night,snowy,175,anomalous
USER003,2025-09-30 08:32:06.445,8,5,evening,snowy,82,normal
USER043,2024-05-10 05:14:48.927,16,2,morning,sunny,524,normal
USER044,2025-07-11 10:29:13.139,26,3,night,cloudy,63,normal
USER028,2025-06-23 23:51:14.634,26,0,night,sunny,68,normal
USER018,2024-01-15 10:42:50.877,24,5,morning,sunny,215,normal
USER030,2025-05-28 13:49:55.748,31,0,afternoon,sunny,514,normal
USER013,2025-01-16 04:56:01.130,9,2,afternoon,rainy,579,anomalous
USER018,2025-06-22 23:31:32.809,9,6,afternoon,snowy,210,anomalous
USER005,2024-07-03 10:00:30.494,24,5,evening,sunny,250,normal
USER038,2025-04-06 03:05:24.759,20,4,afternoon,sunny,426,normal
USER011,2025-09-26 12:48:01.883,5,2,night,rainy,115,normal
USER012,2024-12-16 07:24:55.822,37,6,afternoon,sunny,250,normal
USER024,2024-03-20 03:46:48.125,7,6,afternoon,rainy,237,anomalous
USER007,2025-12-15 20:46:55.918,33,5,evening,sunny,201,normal
USER008,2025-03-13 11:39:36.172,29,2,morning,sunny,415,normal
USER029,2025-09-24 02:45:56.417,27,3,evening,cloudy,115,normal
USER005,2025-09-29 16:15:19.966,6,1,evening,snowy,222,normal
USER014,2024-01-29 14:36:35.594,36,2,morning,sunny,472,normal
USER031,2024-10-21 19:07:14.368,4,3,evening,snowy,169,normal
USER049,2024-12-23 05:54:46.679,17,3,night,rainy,170,anomalous
USER006,2025-05-18 19:42:54.055,21,5,evening,sunny,194,normal
USER014,2025-01-05 23:28:57.276,14,0,evening,cloudy,61,normal
USER008,2025-08-18 02:48:28.978,4,6,morning,snowy,215,normal
USER048,2025-02-14 03:21:45.876,1,3,afternoon,snowy,439,normal
USER012,2024-11-08 04:40:56.190,15,3,evening,sunny,170,normal
USER036,2025-07-28 15:05:10.826,4,3,night,snowy,250,anomalous
USER022,2025-02-17 11:50:49.952,8,5,afternoon,rainy,424,anomalous
USER028,2025-07-28 01:54:22.982,9,4,evening,snowy,176,normal
USER047,2024-08-17 02:44:01.701,2,6,morning,snowy,493,normal
USER042,2024-06-20 16:00:37.192,10,0,morning,rainy,257,normal
USER017,2024-03-27 06:20:31.489,7,0,evening,rainy,198,anomalous
USER008,2024-04-12 04:42:41.790,16,5,morning,rainy,263,anomalous
USER024,2025-07-22 08:47:11.984,25,1,night,cloudy,164,normal
USER033,2025-12-08 13:55:17.795,10,3,night,rainy,189,anomalous
USER003,2025-04-01 07:03:41.492,4,3,afternoon,snowy,481,normal
USER017,2024-05-16 18:36:30.044,10,4,afternoon,snowy,222,anomalous
USER007,2025-03-01 05:58:45.882,26,5,morning,sunny,354,normal
USER034,2025-08-06 11:16:00.150,43,5,afternoon,sunny,437,normal
USER017,2024-03-18 15:46:44.546,16,3,morning,rainy,227,normal
USER047,2025-10-26 03:50:03.804,3,6,evening,snowy,148,normal
USER001,2024-02-22 16:15:18.843,15,6,afternoon,rainy,224,normal
USER037,2024-05-30 00:42:46.311,14,4,night,rainy,109,anomalous
USER002,2025-03-27 04:39:25.658,15,2,night,rainy,232,normal
USER013,2025-04-30 05:03:20.829,15,4,afternoon,cloudy,225,anomalous
USER032,2024-06-09 02:20:31.144,12,2,evening,cloudy,101,normal
USER006,2024-09-03 22:52:50.684,36,2,evening,sunny,188,normal
USER022,2025-10-11 03:44:05.280,13,3,evening,rainy,64,anomalous
USER015,2024-03-03 00:31:21.934,38,5,morning,sunny,490,normal
USER041,2024-09-18 22:17:07.065,11,2,morning,cloudy,468,normal
USER018,2024-03-17 01:06:19.020,22,1,night,sunny,230,normal
USER036,2025-04-15 23:45:32.398,11,2,night,cloudy,224,normal
USER017,2024-01-26 22:18:00.608,44,0,night,sunny,151,normal
USER040,2025-04-07 17:06:22.979,28,5,morning,cloudy,379,normal
USER027,2024-06-27 01:09:54.204,16,0,night,cloudy,114,normal
USER011,2024-04-02 03:42:46.442,10,1,afternoon,snowy,579,normal
USER005,2024-09-08 12:49:53.143,9,4,morning,rainy,585,anomalous
USER048,2025-08-19 11:38:25.505,28,2,morning,cloudy,589,normal
USER034,2025-11-10 15:39:29.144,39,1,morning,sunny,427,normal
USER007,2024-06-29 03:01:53.690,13,4,afternoon,rainy,507,normal
USER033,2025-11-26 03:22:32.080,15,0,night,rainy,242,normal
USER015,2025-01-13 00:01:32.666,1,2,night,snowy,237,anomalous
USER040,2025-01-06 17:47:32.568,39,6,night,sunny,89,normal
USER014,2025-05-14 16:04:10.969,43,6,afternoon,sunny,490,normal
USER023,2025-01-13 21:45:28.376,1,0,morning,snowy,357,normal
USER004,2024-07-06 16:13:19.924,8,0,night,snowy,114,normal
USER040,2024-05-12 07:26:09.891,39,1,evening,sunny,129,normal
USER039,2024-02-08 03:08:38.333,9,2,afternoon,snowy,304,normal
USER035,2024-08-22 14:07:01.102,6,0,afternoon,rainy,218,normal
USER019,2024-10-04 19:01:53.399,24,4,afternoon,sunny,580,normal
USER018,2025-02-08 10:40:34.210,22,4,evening,sunny,243,normal
USER006,2024-09-22 14:55:06.074,19,3,night,cloudy,180,normal
USER001,2024-11-17 20:30:26.297,11,5,afternoon,rainy,279,anomalous
USER035,2025-06-27 15:05:24.354,20,0,evening,cloudy,184,normal
USER014,2025-11-17 14:33:20.028,16,4,evening,rainy,195,normal
USER035,2024-10-05 02:16:08.046,10,5,night,rainy,70,normal
USER023,2024-08-17 05:39:47.505,29,6,evening,cloudy,203,normal
USER033,2024-10-25 01:14:54.513,33,1,morning,sunny,441,normal
USER028,2024-02-25 21:38:01.457,8,6,afternoon,snowy,224,normal
USER044,2024-07-02 10:45:52.821,25,5,evening,sunny,216,normal
USER034,2024-08-27 19:42:06.688,20,6,night,sunny,235,normal
USER004,2024-06-15 14:08:40.886,44,2,night,sunny,99,normal
USER033,2025-01-19 13:50:14.134,19,2,night,rainy,161,normal
USER036,2025-03-22 16:20:32.748,43,5,afternoon,sunny,560,normal
USER009,2024-08-23 03:45:16.017,20,4,evening,cloudy,82,normal
USER001,2025-04-25 14:27:20.763,25,1,night,cloudy,73,normal
USER044,2024-04-26 06:40:35.649,6,4,night,snowy,183,normal
USER028,2025-03-04 18:30:05.839,25,2,evening,sunny,94,normal
USER038,2024-06-29 17:33:43.091,17,1,morning,rainy,394,normal
USER046,2024-08-26 08:10:43.143,27,1,morning,cloudy,320,normal
USER017,2024-07-18 04:47:39.672,27,3,morning,sunny,287,normal
USER038,2025-08-14 07:28:58.058,14,4,afternoon,cloudy,229,normal
USER019,2025-03-15 10:44:05.809,10,1,afternoon,cloudy,360,normal
USER001,2025-06-20 12:41:24.018,5,3,night,snowy,127,anomalous
USER034,2024-10-07 18:46:03.343,43,6,night,sunny,187,anomalous
USER026,2025-03-02 13:50:44.269,1,4,evening,snowy,199,normal
USER026,2025-02-24 15:26:49.641,27,3,night,cloudy,208,normal
USER010,2025-02-04 05:11:43.498,12,5,evening,cloudy,158,normal
USER009,2024-09-08 23:02:37.064,8,2,afternoon,snowy,369,normal
USER022,2024-08-08 04:01:20.382,15,2,night,rainy,135,normal
USER004,2024-09-28 10:55:28.758,1,2,morning,snowy,408,normal
USER007,2024-02-01 19:36:39.192,16,5,night,sunny,107,normal
USER026,2024-06-24 02:25:21.230,2,3,night,snowy,167,normal
USER016,2025-08-25 22:44:50.875,11,5,morning,cloudy,419,normal
USER034,2025-04-27 19:45:32.493,2,5,night,snowy,170,normal
USER037,2025-06-12 14:00:25.627,10,1,afternoon,cloudy,550,normal
USER014,2025-02-06 01:14:14.947,5,1,night,snowy,149,anomalous
USER030,2024-10-25 02:54:10.359,2,2,afternoon,snowy,544,normal
USER032,2025-10-04 02:08:49.119,17,2,night,cloudy,95,normal
USER012,2025-10-17 08:57:53.088,9,3,night,snowy,90,anomalous
USER020,2025-03-15 21:44:58.181,39,1,night,sunny,243,normal
USER037,2024-11-13 21:40:11.484,31,6,night,sunny,77,normal
USER015,2025-10-28 06:19:31.713,4,1,morning,snowy,492,anomalous
USER024,2024-11-08 22:39:32.946,24,4,evening,sunny,139,normal
USER042,2025-08-04 08:41:06.243,10,6,evening,snowy,83,anomalous
USER036,2025-05-27 18:03:07.770,23,6,evening,cloudy,116,anomalous
USER026,2024-02-26 02:02:41.504,2,5,evening,snowy,189,anomalous
USER021,2025-01-20 06:49:14.780,37,5,morning,sunny,436,normal
USER034,2024-02-05 08:34:49.978,8,1,afternoon,rainy,461,normal
USER016,2025-05-13 10:46:59.029,2,4,afternoon,snowy,574,normal
USER011,2024-12-16 03:05:25.256,25,3,night,cloudy,194,normal
USER050,2025-09-26 01:05:31.627,3,6,afternoon,snowy,371,anomalous
USER013,2024-04-06 02:08:50.606,24,3,afternoon,cloudy,221,normal
USER027,2024-05-11 14:25:16.831,14,5,afternoon,rainy,359,normal
USER033,2024-12-28 14:07:13.940,39,5,morning,sunny,441,normal
USER001,2024-04-05 15:22:34.492,7,3,evening,rainy,113,normal
USER004,2024-08-22 03:28:19.023,5,3,night,snowy,114,normal
USER033,2025-09-07 04:09:57.484,20,5,evening,sunny,119,anomalous
USER046,2025-10-11 07:06:22.917,22,1,evening,cloudy,193,normal
USER045,2025-08-11 06:26:40.857,13,3,night,cloudy,231,normal
USER021,2025-04-19 08:30:41.160,8,1,morning,rainy,324,normal
USER018,2025-02-15 06:19:34.841,23,2,night,cloudy,140,normal
USER023,2024-01-12 23:06:39.690,43,2,morning,sunny,455,anomalous
USER048,2024-07-31 23:00:22.758,18,2,evening,rainy,198,normal
USER029,2024-08-09 20:08:17.464,6,5,afternoon,snowy,528,anomalous
USER030,2024-01-12 10:56:14.573,30,6,afternoon,sunny,214,normal
