user_id,timestamp,temperature,day_of_week,time_of_the_day,weather_conditions,frequency_crossing,behaviour
USER003,2025-01-23 17:21:09.914,-34,4,night,snowy,209,normal
USER001,2024-08-14 11:24:36.702,49,3,afternoon,rainy,43,normal
USER005,2025-11-02 11:54:23.279,23,0,evening,cloudy,183,anomalous
USER008,2025-08-16 19:19:47.826,60,0,night,sunny,612,normal
USER009,2024-12-02 12:51:44.899,-40,1,evening,cloudy,423,anomalous
USER004,2024-06-09 15:29:38.570,11,0,evening,rainy,217,normal
USER010,2024-10-03 00:05:56.309,-11,4,morning,cloudy,458,anomalous
USER002,2025-07-27 14:18:17.813,-15,0,evening,cloudy,880,anomalous
USER004,2024-05-20 02:47:53.652,-41,1,morning,sunny,599,anomalous
USER001,2024-08-11 14:29:22.491,-42,0,evening,sunny,172,normal
USER010,2024-10-01 17:47:20.487,-5,2,night,sunny,37,normal
USER008,2024-04-12 10:39:22.133,54,5,afternoon,snowy,205,normal
USER001,2025-10-09 21:45:58.805,47,5,night,rainy,20,anomalous
USER007,2025-08-06 07:38:01.267,-30,3,afternoon,sunny,831,normal
USER002,2025-02-09 04:33:15.616,35,0,morning,rainy,391,anomalous
USER004,2025-12-06 17:56:51.654,-22,6,night,cloudy,419,anomalous
USER004,2025-07-21 15:29:20.706,-9,1,evening,rainy,176,normal
USER004,2025-06-09 12:35:48.594,14,1,evening,cloudy,481,anomalous
USER003,2025-04-29 22:46:00.659,50,3,night,snowy,69,anomalous
USER006,2025-10-29 00:39:55.065,58,3,morning,rainy,909,normal
USER009,2025-09-04 04:29:47.013,9,4,morning,sunny,955,anomalous
USER001,2025-05-18 14:58:09.991,-3,0,evening,rainy,952,normal
USER007,2024-09-14 01:26:06.242,-49,6,morning,snowy,762,anomalous
USER003,2025-04-15 18:50:54.887,49,3,night,snowy,376,anomalous
USER002,2024-05-18 14:41:02.689,25,6,evening,cloudy,539,normal
USER009,2025-09-28 15:30:33.160,57,0,evening,rainy,693,normal
USER005,2025-07-14 16:22:29.204,-40,1,evening,rainy,270,normal
USER002,2025-01-05 12:09:42.988,9,0,evening,rainy,371,normal
USER001,2024-09-16 11:51:49.662,-14,1,evening,rainy,902,normal
USER007,2025-08-25 19:44:43.295,46,2,night,rainy,34,normal
USER009,2025-06-07 18:43:05.141,44,0,night,cloudy,31,anomalous
USER005,2024-12-20 23:05:22.574,-40,6,night,sunny,892,normal
USER005,2025-07-24 23:36:24.715,35,5,morning,snowy,150,normal
USER002,2024-11-09 23:39:13.744,-20,0,morning,rainy,165,normal
USER004,2025-07-31 01:51:35.430,-40,4,morning,cloudy,259,normal
USER005,2025-10-12 14:40:34.854,-42,0,evening,snowy,508,normal
USER009,2025-06-26 22:32:44.142,11,5,night,cloudy,224,anomalous
USER005,2025-01-13 21:45:00.356,-43,2,night,cloudy,202,anomalous
USER006,2024-02-16 00:11:49.551,-47,5,morning,rainy,62,normal
USER003,2024-12-07 23:00:20.280,40,0,night,snowy,832,anomalous
USER006,2024-06-25 07:23:35.336,39,2,afternoon,sunny,415,normal
USER005,2025-12-02 19:55:13.444,26,3,night,rainy,73,anomalous
USER006,2024-01-14 21:46:07.019,-13,1,night,rainy,37,normal
USER002,2025-03-06 06:29:32.683,-46,4,morning,snowy,445,normal
USER004,2024-08-14 22:37:14.950,-13,4,night,sunny,26,normal
USER009,2024-08-28 01:13:59.150,23,3,morning,sunny,156,normal
USER009,2024-10-20 06:29:58.975,-33,0,morning,cloudy,487,normal
USER007,2025-06-16 20:28:54.250,-37,2,night,snowy,663,anomalous
USER005,2025-01-28 16:14:27.175,-7,2,evening,rainy,707,normal
USER005,2025-07-26 21:09:30.608,-43,0,night,cloudy,544,normal
USER001,2025-06-28 03:23:41.339,-22,6,morning,rainy,92,normal
USER003,2025-01-17 21:51:22.442,7,6,night,snowy,324,normal
USER010,2025-11-24 03:23:13.263,50,1,morning,sunny,442,normal
USER004,2024-07-05 00:00:35.229,-15,5,morning,snowy,526,normal
USER001,2024-02-21 20:14:04.049,-21,4,night,sunny,283,anomalous
USER002,2024-11-30 05:49:03.293,-37,6,morning,cloudy,233,normal
USER006,2025-03-07 19:32:18.449,-30,6,night,cloudy,694,normal
USER003,2025-12-08 20:13:31.356,1,2,night,sunny,982,anomalous
USER002,2024-10-28 10:04:05.938,37,1,afternoon,snowy,572,anomalous
USER004,2025-03-15 11:21:49.494,-18,6,afternoon,cloudy,921,anomalous
USER008,2024-12-08 12:52:06.033,50,0,evening,snowy,749,normal
USER001,2024-03-21 01:17:40.987,13,4,morning,snowy,362,anomalous
USER003,2025-10-12 02:24:26.948,38,0,morning,snowy,941,anomalous
USER002,2025-08-12 15:59:29.801,4,2,evening,cloudy,411,anomalous
USER002,2024-08-24 14:24:14.884,-43,6,evening,rainy,407,anomalous
USER008,2025-08-03 21:36:13.007,-3,1,night,snowy,59,normal
USER001,2025-08-03 01:24:24.571,-39,0,morning,snowy,537,normal
USER009,2024-04-15 00:17:41.127,19,1,morning,rainy,928,normal
USER004,2024-12-21 21:51:01.076,-46,0,night,rainy,792,normal
USER001,2025-05-02 07:24:14.714,-38,5,afternoon,sunny,99,normal
USER010,2024-02-09 11:44:31.299,15,5,evening,snowy,308,anomalous
USER007,2024-12-19 14:00:26.558,-23,4,evening,cloudy,274,normal
USER009,2024-11-10 23:11:38.390,10,1,night,cloudy,262,normal
USER004,2024-05-01 05:29:58.106,3,3,morning,sunny,832,anomalous
USER008,2025-06-27 11:56:48.401,-24,5,evening,sunny,871,normal
USER005,2025-06-26 08:33:12.812,58,4,afternoon,cloudy,612,anomalous
USER003,2025-08-19 05:03:06.357,45,2,morning,cloudy,519,anomalous
USER007,2025-08-04 20:58:23.852,-22,2,night,snowy,116,anomalous
USER003,2025-10-15 00:10:42.590,-21,3,morning,sunny,579,anomalous
USER010,2024-06-07 21:37:06.595,-18,6,night,sunny,162,anomalous
USER005,2024-06-04 00:26:09.669,-29,2,morning,rainy,404,normal
USER010,2024-10-02 23:28:56.065,27,4,night,cloudy,648,anomalous
USER009,2024-10-25 07:38:19.126,1,5,afternoon,rainy,373,anomalous
USER010,2024-01-13 13:28:27.131,-48,6,evening,cloudy,665,anomalous
USER002,2025-10-08 04:46:47.672,-13,3,morning,cloudy,290,anomalous
USER009,2025-10-01 02:51:41.827,21,3,morning,cloudy,67,anomalous
USER004,2025-10-27 16:10:26.102,43,1,evening,snowy,908,normal
USER008,2025-03-11 12:41:59.113,-19,2,evening,rainy,952,anomalous
USER007,2025-10-05 23:08:10.046,17,1,night,sunny,772,anomalous
USER001,2025-02-13 04:37:00.054,39,4,morning,sunny,41,normal
USER006,2025-08-03 01:25:36.866,55,0,morning,sunny,834,anomalous
USER002,2025-06-28 19:57:26.319,11,0,night,sunny,525,anomalous
USER006,2024-05-18 14:32:01.134,38,6,evening,sunny,211,normal
USER008,2025-01-05 23:27:56.190,6,1,night,cloudy,623,normal
USER003,2025-02-14 15:08:09.345,34,5,evening,snowy,249,normal
USER002,2025-10-14 22:53:02.377,-32,3,night,rainy,232,normal
USER008,2024-05-13 17:43:32.659,-45,1,night,rainy,549,anomalous
USER001,2024-08-06 16:41:01.153,43,2,night,sunny,401,anomalous
USER006,2024-05-08 00:24:42.825,-13,3,morning,snowy,174,normal
USER007,2024-04-01 04:18:24.272,24,1,morning,sunny,394,normal
USER010,2025-01-18 06:40:21.367,-15,6,afternoon,snowy,931,normal
USER005,2025-02-04 04:40:02.910,-43,2,morning,rainy,344,normal
USER009,2025-12-03 07:11:05.956,-25,3,afternoon,snowy,395,normal
USER002,2025-10-16 02:45:43.742,51,4,morning,rainy,907,anomalous
USER008,2025-12-20 10:16:42.277,-26,6,afternoon,sunny,706,anomalous
USER008,2025-03-09 14:14:17.945,-9,0,evening,cloudy,528,normal
USER005,2024-02-17 10:48:21.487,-33,6,afternoon,rainy,582,anomalous
USER010,2024-07-14 20:15:25.315,0,1,night,sunny,852,normal
USER005,2025-11-07 04:11:18.599,21,5,morning,snowy,547,normal
USER010,2025-04-23 21:47:53.245,40,4,night,sunny,63,normal
USER007,2024-01-30 08:07:11.861,45,2,afternoon,cloudy,492,anomalous
USER008,2024-08-05 01:19:06.627,5,1,morning,cloudy,300,anomalous
USER008,2025-11-02 06:24:30.427,44,0,morning,sunny,124,normal
USER005,2025-10-27 03:52:27.208,-10,1,morning,rainy,119,normal
USER005,2024-01-02 05:39:54.404,52,2,morning,cloudy,955,normal
USER010,2025-01-26 04:55:58.831,-49,0,morning,sunny,14,normal
USER009,2025-05-15 21:55:06.163,-4,5,night,rainy,355,anomalous
USER003,2025-08-28 17:09:39.899,28,4,night,snowy,109,normal
USER010,2024-12-11 15:39:34.225,37,3,evening,sunny,828,anomalous
USER005,2025-09-08 18:14:12.190,-11,1,night,cloudy,533,normal
USER003,2024-08-29 04:27:28.299,50,4,morning,snowy,771,anomalous
USER002,2024-10-20 03:20:05.424,4,0,morning,rainy,873,anomalous
USER006,2024-10-15 05:20:28.804,-5,2,morning,sunny,23,anomalous
USER010,2025-01-14 01:57:03.557,31,2,morning,sunny,304,normal
USER007,2024-01-01 19:07:12.732,44,2,night,rainy,285,normal
USER009,2025-07-11 03:53:26.822,35,5,morning,snowy,373,normal
USER007,2025-12-05 04:04:55.466,54,5,morning,cloudy,858,normal
USER003,2024-10-16 17:28:12.666,7,3,night,cloudy,608,normal
USER005,2024-01-18 09:28:17.513,53,4,afternoon,sunny,955,normal
USER006,2024-06-23 01:36:53.187,42,0,morning,rainy,272,anomalous
USER008,2024-04-16 15:08:00.507,54,2,evening,cloudy,361,anomalous
USER009,2024-02-26 08:51:14.392,37,1,afternoon,rainy,629,normal
USER001,2025-08-04 01:16:20.569,-42,1,morning,rainy,694,normal
USER005,2025-09-18 05:43:43.721,41,4,morning,cloudy,360,anomalous
USER008,2024-11-14 12:44:29.598,33,4,evening,sunny,624,normal
USER010,2025-01-02 16:39:13.422,27,4,night,rainy,935,anomalous
USER004,2025-10-31 20:07:30.235,-10,6,night,sunny,109,anomalous
USER008,2024-12-06 23:04:05.002,12,6,night,sunny,962,anomalous
USER007,2024-03-08 15:04:34.373,2,5,evening,rainy,743,normal
USER006,2024-11-04 10:51:04.897,-33,1,afternoon,snowy,215,normal
USER007,2025-01-24 14:12:13.251,37,5,evening,rainy,728,anomalous
USER004,2024-01-29 12:58:31.847,-1,1,evening,sunny,630,normal
USER001,2024-01-06 06:23:27.251,-6,6,morning,snowy,471,normal
USER002,2024-01-29 15:44:58.760,41,1,evening,cloudy,743,anomalous
USER009,2024-03-02 04:03:17.324,2,6,morning,rainy,342,anomalous
USER001,2024-01-04 17:44:43.699,-20,4,night,cloudy,374,anomalous
USER004,2025-05-17 16:15:34.568,14,6,evening,cloudy,555,normal
USER004,2024-09-27 22:31:25.747,8,6,night,cloudy,508,normal
USER007,2025-07-11 03:22:33.809,-16,5,morning,cloudy,705,anomalous
USER006,2025-06-07 13:20:12.134,-14,6,evening,snowy,253,anomalous
USER010,2024-12-13 14:14:15.894,19,5,evening,sunny,894,anomalous
USER008,2024-03-30 13:21:56.162,-7,6,evening,sunny,349,anomalous
USER007,2025-03-29 09:05:31.170,-39,6,afternoon,rainy,889,normal
USER002,2025-09-01 17:43:54.794,25,1,night,rainy,396,normal
USER010,2024-06-13 16:23:02.565,10,4,evening,snowy,312,anomalous
USER009,2025-12-29 10:54:03.501,-19,1,afternoon,cloudy,341,normal
USER001,2025-02-04 08:57:15.412,42,2,afternoon,cloudy,773,anomalous
USER009,2024-11-20 19:35:40.754,47,4,night,sunny,866,anomalous
USER002,2025-10-25 05:39:24.858,3,6,morning,snowy,789,anomalous
USER005,2024-09-17 05:24:16.154,-33,2,morning,sunny,86,normal
USER009,2024-08-25 09:21:22.061,-1,0,afternoon,sunny,325,anomalous
USER003,2025-07-01 14:31:52.551,51,2,evening,sunny,531,anomalous
USER004,2025-01-17 01:20:56.433,-42,5,morning,snowy,236,normal
USER002,2024-03-12 22:15:45.791,-38,3,night,sunny,560,normal
USER005,2024-06-22 22:45:49.992,-19,0,night,sunny,736,anomalous
USER006,2024-03-01 10:05:38.424,36,5,afternoon,rainy,612,normal
USER010,2024-05-06 01:50:59.354,-3,1,morning,snowy,113,normal
USER001,2024-07-04 03:31:21.563,11,4,morning,snowy,143,normal
USER007,2025-01-05 00:43:54.472,46,0,morning,rainy,544,anomalous
USER001,2024-02-04 18:27:26.726,24,0,night,cloudy,456,normal
USER004,2025-09-30 03:26:30.626,-12,2,morning,snowy,330,anomalous
USER010,2024-12-28 17:21:14.251,-11,6,night,cloudy,951,anomalous
USER010,2025-07-05 18:24:32.091,-1,6,night,sunny,539,normal
USER008,2025-03-18 23:24:57.999,-30,3,night,sunny,354,normal
USER009,2024-07-18 19:43:22.611,31,5,night,rainy,378,anomalous
USER001,2025-01-14 04:43:42.301,3,2,morning,cloudy,975,normal
USER001,2025-03-01 21:29:20.284,17,0,night,snowy,458,anomalous
USER008,2024-10-28 01:32:52.877,-24,1,morning,sunny,739,normal
USER001,2024-07-12 15:05:11.563,47,5,evening,sunny,831,anomalous
USER008,2024-01-08 04:10:36.718,-21,1,morning,sunny,643,normal
USER009,2025-07-03 00:04:28.730,-50,4,morning,snowy,107,anomalous
USER003,2024-11-09 06:36:07.031,-18,6,afternoon,snowy,35,anomalous
USER006,2025-07-08 22:55:21.011,28,3,night,snowy,621,normal
USER005,2025-04-27 17:04:03.190,59,0,night,cloudy,896,anomalous
USER005,2024-05-06 14:38:28.198,-47,1,evening,rainy,316,anomalous
USER001,2025-07-27 11:16:05.354,29,0,afternoon,snowy,457,anomalous
USER004,2024-05-07 17:18:51.305,40,2,night,snowy,123,anomalous
USER001,2025-01-14 06:55:33.789,-25,2,afternoon,cloudy,756,anomalous
USER003,2025-11-07 08:53:15.607,36,5,afternoon,cloudy,592,anomalous
USER002,2024-11-02 09:29:48.907,16,6,afternoon,rainy,800,anomalous
USER002,2024-04-16 11:40:55.356,21,2,evening,cloudy,221,normal
USER006,2025-04-18 07:02:16.128,29,5,afternoon,cloudy,175,normal
USER010,2024-07-27 15:42:56.138,-17,6,evening,snowy,52,anomalous
USER003,2024-02-15 18:26:12.583,7,4,night,rainy,241,anomalous
USER007,2024-09-15 15:04:04.279,29,0,evening,snowy,89,normal
USER008,2024-03-17 06:37:33.776,19,0,afternoon,rainy,526,normal
USER009,2025-01-03 00:47:50.908,10,5,morning,cloudy,76,normal
USER001,2025-07-23 21:51:04.382,5,4,night,sunny,709,anomalous
USER003,2025-01-13 02:27:16.109,22,1,morning,snowy,835,normal
USER002,2024-11-26 15:28:19.119,-18,2,evening,cloudy,887,anomalous
USER004,2024-03-23 13:28:52.018,-11,6,evening,snowy,448,normal
USER005,2025-01-06 00:56:17.428,39,1,morning,rainy,92,normal
USER008,2025-09-03 08:25:58.527,31,3,afternoon,sunny,829,normal
USER001,2025-04-10 21:21:30.902,43,5,night,rainy,406,anomalous
USER008,2025-12-22 15:26:04.878,-28,1,evening,cloudy,565,normal
USER006,2024-07-18 06:06:06.084,29,4,morning,snowy,412,normal
USER002,2024-10-26 15:02:03.597,-40,6,evening,cloudy,472,anomalous
USER008,2025-02-17 17:58:48.377,-47,1,night,rainy,785,normal
USER010,2024-12-13 11:51:12.678,57,5,evening,snowy,527,anomalous
USER006,2024-04-18 23:39:09.024,34,5,morning,rainy,770,normal
USER004,2025-04-05 00:02:35.765,14,6,morning,snowy,879,anomalous
USER007,2024-07-08 11:22:00.714,-38,1,afternoon,cloudy,643,normal
USER003,2025-03-13 08:33:06.434,16,4,afternoon,rainy,429,normal
USER009,2025-10-17 04:18:11.278,-45,5,morning,cloudy,460,anomalous
USER009,2025-04-20 11:04:41.723,-50,0,afternoon,rainy,925,normal
USER007,2025-06-26 22:15:53.301,-24,5,night,snowy,546,anomalous
USER003,2024-10-07 03:24:34.125,21,1,morning,rainy,481,anomalous
USER005,2024-07-13 21:52:46.080,-48,0,night,snowy,641,normal
USER010,2024-07-28 16:23:06.799,54,0,evening,cloudy,841,anomalous
USER003,2024-09-22 20:51:12.699,17,1,night,cloudy,469,anomalous
USER008,2024-11-07 06:42:28.029,-30,4,afternoon,snowy,673,normal
USER007,2024-11-03 06:47:59.978,11,0,afternoon,snowy,366,normal
USER002,2025-08-01 01:07:54.500,-36,5,morning,cloudy,476,anomalous
USER006,2024-01-29 13:01:31.338,-24,1,evening,sunny,985,anomalous
USER009,2024-05-31 20:52:16.441,10,6,night,sunny,947,anomalous
USER008,2025-12-14 21:12:09.839,-5,1,night,snowy,419,normal
USER006,2024-02-08 15:03:40.503,44,4,evening,cloudy,314,anomalous
USER001,2024-10-13 22:05:56.314,40,1,night,rainy,21,normal
USER003,2025-08-12 18:52:29.998,29,3,night,sunny,525,normal
USER009,2025-02-08 07:04:02.808,13,6,afternoon,sunny,840,anomalous
USER006,2024-08-14 01:00:27.270,-29,3,morning,cloudy,50,anomalous
USER002,2025-07-09 09:06:39.529,42,3,afternoon,snowy,649,normal
USER003,2025-06-30 15:34:50.598,46,1,evening,snowy,216,normal
USER007,2025-05-03 10:03:03.150,12,6,afternoon,snowy,320,anomalous
USER008,2025-05-26 09:23:48.561,52,1,afternoon,snowy,476,anomalous
USER006,2025-05-07 23:44:19.128,-24,4,morning,snowy,574,normal
USER005,2025-02-18 07:38:15.014,24,2,afternoon,snowy,620,normal
USER010,2024-03-25 19:29:13.907,-34,2,night,snowy,0,anomalous
USER004,2025-02-28 07:44:04.618,47,5,afternoon,sunny,609,normal
USER010,2024-12-30 19:39:05.272,-8,2,night,snowy,952,anomalous
USER005,2024-04-03 12:43:45.601,42,3,evening,sunny,101,anomalous
USER007,2024-05-23 07:34:49.737,33,4,afternoon,sunny,422,anomalous
USER008,2024-03-21 20:08:11.427,-9,5,night,sunny,238,anomalous
USER001,2025-01-17 01:29:40.267,-24,5,morning,sunny,697,anomalous
USER003,2024-10-21 23:46:35.270,39,2,morning,rainy,487,anomalous
USER004,2024-05-20 17:45:40.971,58,1,night,snowy,12,normal
USER002,2025-09-21 19:29:59.972,-3,1,night,rainy,920,anomalous
USER005,2024-04-26 07:07:11.557,48,5,afternoon,sunny,337,normal
USER004,2024-07-21 08:36:18.382,-39,0,afternoon,snowy,855,normal
USER009,2024-04-12 12:02:07.610,31,5,evening,cloudy,396,normal
USER003,2024-08-24 17:20:00.766,4,6,night,rainy,501,anomalous
USER003,2024-12-12 02:28:12.504,-8,4,morning,rainy,17,anomalous
USER002,2025-10-22 20:58:46.850,7,4,night,sunny,280,anomalous
USER002,2025-12-28 23:51:11.424,-28,1,morning,sunny,600,normal
USER004,2025-06-05 17:05:27.931,58,4,night,sunny,985,anomalous
USER006,2024-06-14 18:17:11.499,40,5,night,snowy,294,anomalous
USER006,2024-05-16 21:38:30.119,-14,5,night,sunny,649,normal
USER007,2025-03-03 00:26:44.144,51,1,morning,snowy,198,anomalous
USER008,2024-04-24 19:22:37.529,-13,4,night,rainy,827,normal
USER001,2025-03-22 13:13:38.315,58,6,evening,snowy,904,normal
USER007,2024-03-20 15:37:00.804,-9,3,evening,snowy,214,anomalous
USER004,2024-01-23 13:46:36.368,26,2,evening,rainy,322,anomalous
USER003,2025-05-23 04:59:24.669,-39,5,morning,sunny,503,normal
USER009,2024-09-29 22:52:21.013,-21,1,night,snowy,357,anomalous
USER005,2024-03-10 11:13:00.616,10,0,afternoon,sunny,427,normal
USER007,2025-10-07 22:07:56.130,-21,3,night,cloudy,142,normal
USER001,2025-01-06 15:28:25.877,51,1,evening,sunny,685,anomalous
USER004,2024-09-30 09:06:57.380,6,1,afternoon,rainy,530,anomalous
USER002,2025-09-06 11:31:23.408,36,6,evening,cloudy,694,anomalous
USER005,2025-02-18 20:51:36.347,-18,3,night,cloudy,963,anomalous
USER005,2024-12-17 13:37:56.395,6,2,evening,rainy,593,normal
USER003,2025-07-07 06:18:03.610,49,1,morning,sunny,891,normal
USER008,2024-12-04 16:20:28.303,14,3,evening,rainy,929,normal
USER003,2025-12-18 18:11:25.663,53,4,night,cloudy,618,normal
USER006,2025-04-04 05:26:17.675,1,5,morning,snowy,507,normal
USER006,2025-06-24 05:30:29.903,29,2,morning,rainy,265,normal
USER009,2024-11-09 23:16:13.404,19,0,night,rainy,302,normal
USER009,2024-10-28 08:17:17.947,-18,1,afternoon,sunny,9,normal
USER002,2024-11-10 17:45:25.980,57,0,night,rainy,326,normal
USER002,2024-06-06 13:27:09.671,37,4,evening,snowy,547,anomalous
USER004,2024-07-03 08:49:46.508,-32,3,afternoon,snowy,584,normal
USER001,2024-09-30 08:09:05.050,-46,1,afternoon,rainy,687,normal
USER004,2025-08-22 19:05:34.668,47,6,night,cloudy,757,normal
USER007,2024-08-31 16:08:28.785,31,6,evening,rainy,778,anomalous
USER006,2024-01-04 11:21:40.091,10,4,afternoon,cloudy,532,anomalous
USER003,2024-12-22 01:26:23.733,5,0,morning,rainy,47,anomalous
USER007,2025-01-24 01:54:31.959,-23,5,morning,rainy,793,normal
USER004,2024-11-25 20:01:11.752,36,2,night,cloudy,523,normal
USER008,2024-06-19 06:43:22.047,56,3,afternoon,cloudy,896,normal
USER005,2024-09-19 12:57:26.671,20,4,evening,rainy,457,anomalous
USER008,2025-02-12 00:42:53.386,-1,3,morning,sunny,734,normal
USER006,2025-03-08 17:47:21.224,-49,6,night,sunny,358,normal
USER008,2024-10-11 00:59:58.095,17,5,morning,snowy,195,anomalous
USER008,2024-09-12 07:46:47.842,-45,4,afternoon,rainy,489,normal
USER003,2024-02-11 09:37:11.035,0,0,afternoon,rainy,442,anomalous
USER004,2025-01-02 02:49:55.483,21,4,morning,snowy,635,normal
USER009,2024-08-07 01:23:36.636,-19,3,morning,sunny,155,normal
USER005,2025-03-12 03:39:42.206,53,3,morning,cloudy,450,normal
USER006,2025-11-13 11:17:39.247,-9,4,afternoon,sunny,156,normal
USER006,2024-09-15 10:18:13.665,32,0,afternoon,cloudy,518,anomalous
USER001,2024-10-18 04:00:50.059,-36,5,morning,cloudy,301,normal
USER002,2024-12-19 12:49:28.076,-25,4,evening,sunny,192,normal
USER005,2025-09-18 20:45:58.368,-23,5,night,cloudy,637,anomalous
USER008,2024-03-24 05:36:01.588,-20,0,morning,rainy,985,normal
USER010,2025-06-16 02:58:05.434,35,1,morning,snowy,146,anomalous
USER005,2025-10-16 10:29:35.828,40,4,afternoon,rainy,91,anomalous
USER003,2025-07-18 13:25:57.190,-34,5,evening,sunny,32,anomalous
USER010,2024-01-20 04:11:07.554,17,6,morning,cloudy,600,anomalous
USER001,2024-07-08 14:32:59.909,15,1,evening,snowy,959,anomalous
USER005,2025-12-03 12:21:23.608,-6,3,evening,sunny,396,normal
USER002,2025-03-01 06:42:17.746,35,6,afternoon,rainy,840,anomalous
USER009,2025-03-24 09:41:16.836,6,1,afternoon,rainy,519,normal
USER001,2025-06-02 01:02:22.441,-42,1,morning,cloudy,653,normal
USER009,2025-10-21 23:07:15.881,13,3,night,snowy,176,normal
USER010,2024-10-04 07:19:32.678,-38,5,afternoon,cloudy,472,anomalous
USER006,2025-09-20 20:30:22.977,-5,0,night,snowy,936,anomalous
USER008,2024-07-01 04:39:30.511,56,1,morning,rainy,333,normal
USER006,2024-08-04 14:40:44.907,45,0,evening,sunny,574,normal
USER005,2025-03-16 14:31:29.873,-22,0,evening,sunny,415,normal
USER002,2024-08-18 05:44:32.213,9,0,morning,snowy,404,normal
USER001,2024-08-14 15:30:13.396,13,3,evening,cloudy,439,anomalous
USER005,2024-06-13 10:22:38.999,-21,4,afternoon,snowy,310,anomalous
USER006,2024-12-27 20:00:10.136,-7,6,night,cloudy,236,normal
USER007,2025-07-12 23:58:28.720,20,0,morning,snowy,739,normal
USER004,2025-09-21 01:46:30.029,2,0,morning,rainy,595,anomalous
USER008,2024-07-10 22:10:50.540,-7,4,night,cloudy,593,normal
USER001,2025-11-08 09:58:27.780,10,6,afternoon,snowy,523,normal
USER003,2025-11-21 20:34:06.281,3,6,night,snowy,228,anomalous
USER008,2024-12-18 17:58:33.931,-3,3,night,sunny,137,anomalous
USER004,2024-01-31 07:42:51.235,-5,3,afternoon,sunny,949,normal
USER009,2024-01-06 22:18:40.443,45,0,night,rainy,842,anomalous
USER007,2025-09-13 10:29:39.653,-3,6,afternoon,sunny,160,anomalous
USER010,2024-01-26 07:52:09.029,-48,5,afternoon,rainy,403,normal
USER001,2024-01-08 00:23:58.636,46,1,morning,sunny,42,normal
USER010,2024-01-16 00:02:29.937,-50,2,morning,sunny,391,normal
USER004,2024-04-21 08:53:09.811,7,0,afternoon,sunny,173,normal
USER008,2024-12-26 13:33:31.931,50,4,evening,rainy,710,anomalous
USER008,2024-08-26 23:37:04.382,20,2,morning,snowy,581,normal
USER005,2024-04-15 02:39:36.173,-27,1,morning,cloudy,993,normal
USER004,2025-08-19 16:54:35.880,47,2,night,sunny,917,normal
USER007,2024-01-31 19:06:49.749,34,4,night,sunny,444,anomalous
USER002,2024-05-02 19:23:59.016,-50,5,night,cloudy,897,anomalous
USER010,2025-04-19 09:39:10.680,-16,6,afternoon,snowy,197,normal
USER009,2025-03-09 15:10:47.153,-29,0,evening,rainy,88,normal
USER008,2024-12-02 07:14:00.678,59,1,afternoon,rainy,40,anomalous
